"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"241",297,4,7.6,0.7,0.38,1.9,-0.06,-252,188,0.98962,3.18,-0.94,12.4,0,7,3
"242",298,0,7,0.33,-2.08,-56,0.04,176,-227,0.9828,4.21,1.88,11,-2,8,1
"243",299,6,5.8,-0.87,0.3,42,0.024,45,159,1.03792,2.95,2.05,13.7,1,6,4
"244",301,5,4.1,-0.42,0.3,6.1,1.214,45,-107,0.94727,1.88,0.83,9.9,1,8,3
"245",304,4,11.2,0.85,0.62,-9.5,0.036,56,153,0.9978,4.35,1.13,6.8,0,9,3
"246",305,3,-1.4,0.25,1.83,-45.4,0.049,145,-113,0.99154,3.17,0.48,13.4,-1,8,2
"247",306,7,-2.2,0.48,1.06,1.8,0.034,62,132,0.991,3.68,-1.94,12.6,1,8,4
"248",307,2,0.3,0.21,0.28,7.5,0.07,80,-273,1.0955,2.87,1.03,9.4,-1,7,0
"249",309,0,-0.7,0.18,1.16,10.3,-0.52,-170,120.714232642615,0.96348,2.77,2.03,10.6,1,7,0
"250",310,2,1.4,1.64,1.97,75.6,-0.124,6,561,0.96292,2.94,0.44,9.1,-1,8,2
"251",311,2,3.2,-0.27,0.52,-12.1,-0.13,12,276,0.9969,3.25,2.3,7.6,-1,10,2
"252",312,6,9.2,-1,0.46,6.3,0.032,-45,121,0.99214,2.21,1.52,5.5,1,7,4
"253",313,0,9.4,0.37,0.3,-57.5,0.04,49,139,0.99021,3.44,1.88,19.2,-1,8,1
"254",314,2,6.3,0.18,0.36,64.8,0.034,161,531,0.99074,3.16,0.527111782477341,11,-2,7,0
"255",315,3,-4.2,0.32,1.7,60.7,-0.551,267,180,0.99463,3.27,1.21,11.3,-1,8,3
"256",316,3,10.7,0.28,0.35,28.9,0.054,-374,273,0.99178,4.2,0.527111782477341,10.7,0,8,2
"257",317,4,5.7,1.08,0.6,53.5,0.064,296,-147.5,1.0439,3.68,0.527111782477341,10.3,1,7,3
"258",318,3,5.7,0.77,0.12,2.9,0.082,157,74,0.971,2.03,0.64,10.4,-1,10,2
"259",321,7,11.4,-0.65,3.09,70.6,0.421,-171,150,0.995,2.45,0.78,17.9,1,8,3
"260",322,4,6.7,-0.82,1.11,12.5,0.035,199,-246,0.98535,2.88,1.65,5.2,0,7,2
"261",323,5,14.6,0.51,1,5.41873306511208,0.037,-120,467,1.01275,3.1,1.62,7.8,1,9,2
"262",325,4,11.2,0.14,0.33,-44.7,0.104,116,494,0.99057,2.99,1.47,20.9,0,8,3
"263",326,6,7.8,0.33,0.62,5.41873306511208,0.038,46,132,1.01853,3.23,0.43,13.4,1,8,3
"264",327,4,6,-1.12,0.52,51.8,0.816,63,515,0.99494,3.1,-1.26,9,0,7,1
"265",328,2,6.3,0.24,0.55,-46.2,-0.202,468,216,0.99931,2.9,-0.94,2.8,-1,7,0
"266",329,0,12,1.93,-0.05,42,-0.095,154,117,0.94651,3.27,1.51,4.6,1,10,0
"267",330,3,6,-1.18,0.22,12.15,0.116,42,163,0.9957,3.2,0.46,10.1,0,7,3
"268",332,3,5.4,0.7,0.29,46.5,0.499,256,145,1.02159,3.68,0.46,10.3,0,6,3
"269",333,4,6.9,0.25,0.35,43.5,0.034,32,150,0.9947,3.21,0.36,11.5,0,8,3
"270",334,0,6,0.68,-1.28,1.8,0.087,117,94,0.9944,4.11,0.52,10,-2,7,0
"271",335,4,6.1,0.12,1.41,52.9,0.046,39,-8,1.04495,2.36,-1.21,10.6,0,7,2
"272",336,0,10,-0.33,-0.41,-31,-0.242,119,77,1.0447,3.16,0.69,11.7,1,11,0
"273",337,4,6,0.76,1.05,-10.4,0.092,15,54,1.00157,3.78,-0.97,5.3,1,9,2
"274",338,6,7,-0.64,1.86,-24.5,-1.147,41,23,1.02574,3.84,0.37,13.5,1,8,4
"275",339,3,7,0.23,-1.19,-53,0.157,-57,92,0.99372,2.45,-1.49,9.3,0,8,2
"276",340,3,7.7,1.63,0.8,5.2,0.076,19,-338,0.99138,2.95,0.11,6.6,-1,9,2
"277",341,5,11.2,-1.1,-0.32,-45.9,0.028,-74,-275,0.99484,3.13,1.77,10.9,-1,7,2
"278",342,4,7.4,0.26,-1.22,32.2,0.332,22,115,0.9928,4.31,0.55,17.9,0,8,3
"279",344,4,6.5,0.19,0.34,62.7,-0.279,265,116,0.99362,3.21,0.68,19.3,0,7,3
"280",345,0,6,0.03,0.13,1.2,0.452,60,-520,0.99114,3.94,0.22,10.6,0,7,1
"281",346,0,10.4,0.06,0.78,66.4,0.293,6,10,1.0055,3.9,0.65,11.8,1,11,0
"282",349,0,8.2,0.61,0.49,2.3,0.099,27,-287,0.97962,3.38,0.527111782477341,15.1,0,9,0
"283",351,5,7.5,0.46,0.28,9.6,0.051,-4,157,1.03846,3.55,0.527111782477341,11.9,1,8,2
"284",352,0,20.4,0.35,0.3,-70,0.299,-43,267,0.96256,2.66,1.34,11,-1,7,0
"285",353,4,5.7,3.18,0.26,12.5,0.049,-122.5,120,0.95985,2.81,1.01,3.9,0,6,2
"286",354,3,5.4,0.34,-0.15,4,0.064,-30,83,0.9984,2.68,1.36,10.2,0,10,0
"287",355,4,4.3,0.26,0.29,56.7,-0.623,40,179,0.99479,3.8,0.56,13.7,0,7,3
"288",356,1,11.9,0.57,0.1,-10,0.094,273,-159,0.9972,4.33,3.75,9.2,-1,8,1
"289",359,0,10.4,0.575,0.81,2.6,0.587,-213,76,0.98409,3.16,-2.69,9,1,12,0
"290",361,0,7,-0.64,0.17,-13.8,0.049,259,-727,0.94211,2.69,0.36,15.8,0,8,0
"291",362,5,6.9,0.55,-0.25,-21.5,0.029,-120,107,1.01737,2.02,-2.02,9.8,-1,7,3
"292",363,0,8.6,0.33,1.3,2.6,-0.031,16,68,0.99782,3.3,0.527111782477341,9.4,1,9,0
"293",364,1,18.1,0.33,0.64,5.41873306511208,0.056,-64,-101,0.9972,3.42,1.47,6,-2,8,0
"294",365,5,8.5,0.48,0.3,1.5,0.037,30.8455712874547,160,0.97418,4.35,-1.22,15.5,0,7,2
"295",369,3,7.6,-0.77,1.23,4.6,0.338,33,552,0.99018,3.04,0.43,13.1,-1,9,1
"296",370,5,7.2,-0.48,0.29,54.4,-0.216,-57,-546,1.00726,3.33,-2.35,11,-1,7,0
"297",371,4,6.8,0.23,0.42,-100.7,0.044,56,189,0.96061,3.22,0.48,11.8,0,7,1
"298",372,0,8.4,0.61,0.4,1.4,0.343,-254,178,0.9909,1.9,0.68,14.2,1,7,0
"299",373,2,7.5,0.07,0.32,9,0.393,30.8455712874547,120.714232642615,1.04361,3.25,-0.18,10.4,-2,8,0
"300",374,5,7.1,-1.1,-1.16,10.7,0.178,-46,-174,0.9959,3.16,2.1,10.9,0,8,3
"301",375,0,-4.7,-1.25,0.31,1.7,0.079,111,120.714232642615,0.99716,3.43,1.12,2.8,1,8,0
"302",377,5,14.9,0.41,0.3,3.2,0.0548224891009295,49,45,0.9927,2.37,1.5,11.7,0,7,2
"303",378,5,6.3,1.5,1.16,1.7,0.041,-487,499,1.03032,3.32,0.56,15.2,1,7,3
"304",379,2,6.8,0.22,1.52,-33,0.041,-226,182,0.99104,2.65,0.87,13.1,-1,7,1
"305",381,0,6.2,1.93,0.24,1.7,0.077,193,34,1.04248,2.81,0.6,10.4892362598141,1,7,1
"306",382,5,0.2,-0.29,-1.34,-10.2,0.024,298,389,0.99234,3.37,0.58,12.5,1,6,4
"307",383,6,1,0.21,0.27,-110.8,-0.338,-56,139,1.03285,3.16,0.61,10.3,1,7,3
"308",384,5,15.7,0.18,-0.58,0,-0.118,-91,-235,0.99406,3.11,1.73,13.7,0,7,2
"309",385,0,-4.6,0.26,-0.08,-3.75,0.049,41.5,-178,1.07817,3.06,0.44,4.2,-1,8,0
"310",386,4,8.1,0.45,-0.09,8.3,0.037,33,565,0.9976,3.31,0.64,7.3,1,9,2
"311",387,4,8.2,0.22,0.19,1.1,0.064,36,32,0.99297,4.2,0.5,13.8,0,7,3
"312",389,0,10.4,1.78,0.18,52.3,0.042,109,101,0.9924,3.46,2.1,17.9,0,6,0
"313",390,3,-6.1,-1.21,1.92,11.3,0.048,232,118,0.96491,3.18,-0.69,10.3,0,9,1
"314",391,5,6.7,-0.38,0.2,-49,0.229,-200,471,0.9956,3.37,0.64,10.4,1,8,2
"315",392,6,6.5,-0.17,-0.39,1.9,0.036,-197,439,0.94561,1.91,0.527111782477341,11.9,1,7,0
"316",393,5,12.3,0.4,0.27,50.2,0.0548224891009295,75,114,0.99335,3.04,0.52,11.5,0,8,2
"317",394,3,7.2,-0.79,0.37,-4.75,0.253,48,103,0.99542,3.91,-0.53,15.3,0,7,2
"318",395,3,7.3,-0.95,0.39,-6.9,0.034,-29,-234,0.9942,3.18,0.46,11.5,0,8,2
"319",397,5,1.9,0.33,0.3,27.8,0.036,-120,447,0.99028,3.25,2.38,12.5,0,7,3
"320",399,0,3.5,0.66,0.41,1.3,0.044,11,120.714232642615,1.04381,4.11,-0.35,8.6,0,8,0
"321",400,4,7.5,0.36,0.29,1.5,0.046,239,7,0.95322,2.62,0.45,5.8,0,8,1
"322",401,5,0.5,0.18,1.57,8.3,0.0548224891009295,20,-46.5,0.9923,2.51,0.79,17.7,1,7,1
"323",402,3,3.9,0.665,0.19,66.1,0.048,-176,378,0.99487,3.26,0.71,10.4892362598141,-1,6,0
"324",404,2,0.4,0.55,0.13,1.7,-0.049,-45,165,0.994,2.69,0.58,8.8,-2,8,1
"325",405,0,0.8,0.38,0.4,2.2,0.068,12,28,1.01176,4.35,1.86,17.6,-1,10,0
"326",406,5,-2,0.22,-0.42,-49.2,0.0548224891009295,-189,130,0.96911,3.11,-1.02,15.7,0,7,2
"327",407,3,8.3,0.815,-0.85,2.3,-0.23,15,471,0.97432,3.65,0.66,1.2,0,9,1
"328",408,3,7,0.19,0.23,50.5,0.123,27,-254,0.91284,1.32,0.54,7.2,-1,7,3
"329",409,0,16.8,0.41,1.06,65,0.096,17,69,0.99734,3.26,0.63,10.2,0,10,0
"330",411,0,6.6,0.84,0.03,2.3,0.09,114,-275,0.9952,4.36,0.56,10.4892362598141,0,7,0
"331",413,4,6.8,-0.9,0.18,52.6,-0.082,547,521,0.96083,2.74,1.86,15.3,0,7,2
"332",414,3,8,0.22,0.2,15.4,0.043,57,476,1.02266,3.20762822580645,0.54,9.4,0,8,1
"333",415,4,7.2,-0.22,-0.69,43,0.538,34,140,0.99,3.05,0.44,12.7,0,8,2
"334",416,0,6.8,0.18,0.52,12.8,0.014,106,553,1.05792,3,0.52,15.4,-1,7,0
"335",417,4,7.3,0.145,-0.53,9.1,0.229,14,64,0.99012,1.28,0.37,13.9,-1,8,1
"336",418,4,17.8,0.22,0.28,7.2,0.06,-28,24,0.9935,2.99,0.23,8.5,0,8,2
"337",419,4,15.8,1.17,0.52,20.8,-0.195,61,339,0.96596,2,1.33,14.6,0,8,3
"338",421,4,7.4,-0.73,-0.32,1.4,0.025,27,2,0.9915,3.75,0.33,11.2,0,8,3
"339",422,0,9.5,0.57,0.07,2.3,0.082,23,-259,0.99782,3.27,0.25,15.8,1,10,0
"340",423,5,-3.9,0.25,-1.08,5.7,0.052,176,152,0.99856,3.16,0.88,10.5,1,7,2
"341",424,4,2.5,0.29,1.62,1.7,0.024,-228,120.714232642615,0.98923,3.5,0.59,6.4,-1,7,1
"342",425,2,3.4,0.63,0.44,28.4,0.648,199,108,1.03741,2.03,0.64,8.6,-1,8,0
"343",426,5,0.8,-1.01,-0.27,49.1,0.488,-206,102,1.0817,2.63,0.55,12.7,0,7,2
"344",427,5,5.6,0.49,1.2,3.2,-0.484,33,249,0.99126,2.71,0.58,9.9,1,6,1
"345",428,8,7.9,1.25,0.34,-39.2,-0.058,226,17,0.99235,2.5,1.05,13.1,2,9,4
"346",429,0,-5,0.32,0.25,2.3,0.0548224891009295,-165,-169,0.94462,3.42,0.15,10.6,-2,7,0
"347",430,5,13.3,0.18,0.14,11.5,0.638,-62,-156,0.99406,3.11,-0.22,9.3,0,7,3
"348",431,4,14.9,1.23,1.87,2,0.039,-20,-205,0.94425,3.63,0.41,11.2,0,8,1
"349",432,4,-1.1,1.22,0.47,2.5,-0.303,9,-335,0.9981,3.24,0.84,7.7,0,11,3
"350",433,5,8.4,1.91,0.36,44.2,0.043,-21,207,1.04422,3.11,0.527111782477341,9.6,1,7,3
"351",435,2,-6,-0.515,0.39,9.7,0.032,-101,68,1.06304,3.35,0.34,5.6,-1,6,3
"352",436,4,7.1,0.79,1.08,12.9,0.034,25,281,0.99616,3.05,0.527111782477341,10,0,8,3
"353",437,0,9.1,-0.14,0.49,1,0.094,38,-164,0.99136,3.08,0.59,9.1,0,10,0
"354",438,4,6.3,1.31,-0.79,13.7,0.515,53,134,0.99567,3.17,1.3,10.4892362598141,0,7,1
"355",439,0,9.8,0.75,-0.57,-16.6,0.074,-150,-387,0.99534,3.4,1.56,11,1,8,1
"356",441,5,7.2,0.19,0.94,12.8,0.053,48.5,229,0.96252,3.14,3.09,3.9,0,8,2
"357",442,5,7.6,1.12,0.27,5.2,-0.407,-41,101,0.99172,3.22,1.09,12.3,0,8,3
"358",443,1,7.2,0.65,1.53,5.41873306511208,0.525,37,183,0.99474,3.08,0.5,21.4,-2,8,0
"359",444,2,11,0.78,-0.49,56.35,0.048,327,189,1.00582,3,0.527111782477341,14.3,-2,8,1
"360",445,3,5.9,0.26,-0.87,-47.6,0.034,36,152,0.9972,3.28,-0.99,9.5,-1,6,1
"361",446,0,3.3,-0.48,0.69,14.2,0.078,12,-174,0.9958,3,0.527111782477341,18.2,0,13,1
"362",447,4,7,-1.22,1.82,14.3,-0.343,27,93,0.998,3.73,0.35,9.2,0,7,2
"363",448,3,-1,1.66,-0.32,16,0.312,14,501,1.00676,3.96,0.03,13.2,-1,6,1
"364",449,3,6.8,-0.92,0.86,-113.1,0.052,51,925,0.99544,3.67,0.95,10.4,-1,7,2
"365",451,2,2.6,0.71,-1.18,5.6,0.046,155,324,0.96214,3.29,0.51,10.533333333,-1,7,1
"366",452,5,5.3,0.76,-1.29,2.7,0.263,27,93,0.96273,3.34,0.81,9.2,2,6,3
"367",454,2,11.6,0.85,0.53,-39.3,0.105,33,98,0.99688,3.2,-0.38,3.5,-1,13,1
"368",455,4,-1.6,0.85,0.04,-108.7,0.0548224891009295,154,151,0.99907,2,2.41,9.5,1,8,3
"369",456,0,16.8,1.8,0.26,2,0.644,13,220,0.96473,3.36,0.52,20.1,2,8,2
"370",457,0,15.2,-0.36,0.47,46.1,0.228,30.8455712874547,190,0.9914,2.59,1.05,12.2,1,7,1
"371",458,0,7.8,1.08,-0.45,12.2,0.0548224891009295,46,-609,0.9545,2.63,1.51,8.9,1,8,0
"372",459,4,6.1,0.16,1.96,-0.2,0.042,-18,3,0.96043,3.57,0.75,10.6,-1,7,2
"373",460,5,17.1,-0.26,0.26,16.75,0.05,-9,112,0.9999,3.15,-0.73,9.2,2,9,0
"374",461,3,5.3,0.585,0.07,-18,0.322,34,466,0.95145,2.11,0.39,6.1,-1,6,0
"375",462,3,6.9,0.4,0.42,6.2,-0.111,210,331,0.98668,2.58,0.54,19.8,0,8,1
"376",463,0,-5.6,0.24,-0.89,33,-0.163,-98,128,0.992,4.02,0.49,11.2,1,6,0
"377",467,0,7.3,0.41,0.26,5.41873306511208,0.032,154,-95,0.99584,4.56,0.22,15.9,0,8,1
"378",468,4,6.2,-0.55,-0.03,7.6,0.029,178,81,0.99,2.12,0.42,12.2,0,7,2
"379",469,0,9.4,0.5,1.37,3.6,0.082,5,184,0.9987,2.54,0.34,7.4,1,10,0
"380",470,0,1.2,0.915,0.29,27,0.07,15,39,0.95114,3.53,0.54,6.9,0,8,1
"381",471,5,6.9,0.21,1.16,6.3,0.042,-203,109,0.99358,3.83,0.527111782477341,10.4892362598141,1,8,2
"382",472,4,6.4,0.19,-0.59,52.5,0.032,32,-122,0.97566,2.95,0.41,11.7,0,7,2
"383",474,4,-0.3,0.39,0.34,13,0.055,33,-44,0.98798,3.63,1.55,6.8,0,10,3
"384",475,3,8,0.6,0.22,2.1,0.08,25,-121,0.99613,3.3,0.49,5.9,0,9,2
"385",477,4,6.8,-1.65,0.27,18.15,0.042,30,356,1.0001,4.2,-0.85,10.4892362598141,1,7,1
"386",480,3,-4.2,0.47,-0.58,30.4,0.556,11,77,0.9956,4.38,0.527111782477341,-1.1,0,8,1
"387",481,3,0.6,0.28,0.4,22,0.048,460,167,1.01553,3.20762822580645,0.5,13.8,0,7,1
"388",482,5,9,0.24,0.35,1.5,0.052,51,128,0.94572,3.41,0.527111782477341,12.6,0,8,1
"389",483,0,6.8,1.46,1.87,1.1,0.035,26,81,1.029,4.26,0.52,11.4,-1,6,1
"390",484,0,18.3,1.5,0.36,6.8,-0.493,12,90,0.98254,3.31,0.527111782477341,8.2,0,9,0
"391",485,3,9.7,1.17,-0.37,5.41873306511208,0.264,55,170,0.99773,2.91,-0.76,9.7,0,8,3
"392",486,4,1.1,1.11,0.37,9.95,-0.026,-224,15,0.99581,3.58,-0.33,13.9,0,8,2
"393",487,0,14.1,0.63,0,4.3,0.103,133,220.5,1.08949,4.13,1.25,8.2,1,7,0
"394",488,4,6.7,0.15,0.32,7.9,-0.95,17,-241,0.99512,3.29,0.32,10,0,7,2
"395",489,2,2.6,0.58,0.88,1.5,0.02,-87,96,1.00026,2.18,0.38,12.4,-2,6,3
"396",490,4,7.2,0.645,-0.03,1.9,-0.256,15,-334,0.99675,3.37,1.32,14,0,8,2
"397",491,2,6.8,0.36,0.89,55.7,0.039,-45,170,0.9948,3.3,1.54,10.4892362598141,-1,7,0
"398",492,5,7.9,1.21,1.51,44.3,-0.465,287,-10,0.94971,4.49,1.97,14.2,0,7,2
"399",494,0,8.5,-0.52,0.35,1.7,0.061,-265,45,0.97098,2.31,-0.86,13.9,1,9,0
"400",495,0,6.7,1.11,0.32,5.41873306511208,0.155,20,109,0.99262,3.34,0.35,12.6,0,7,0
"401",496,5,14.3,0.24,0.29,70.1,0.42,56,157,1.02798,4.33,1.68,9.8,1,7,4
"402",498,0,1.8,0.19,0,101.6,0.097,230,455,0.99582,3.20762822580645,0.52,9.5,0,8,0
"403",499,4,6.5,0.02,-2.25,-24.7,0.126,-131,191,0.99297,3.78,0.87,9.5,0,7,3
"404",500,3,10,0.84,1.59,2.9,0.263,4,187,1.02333,2.71,1.1,12.2,-1,11,2
"405",501,2,7.6,1.82,1.75,-54.3,0.049,57,636,0.99748,3.24,-0.15,9.3,-1,8,1
"406",502,3,7.9,0.22,1.64,5.5,0.054,37,-31,0.99474,2.45,0.5,10.4892362598141,0,8,0
"407",506,5,6.9,0.36,1.31,-49.25,-0.03,51,152,1.00361,3,1.51,4,0,8,4
"408",508,2,6.8,-0.87,0.34,4.6,0.21,94,135,0.99884,2.18,2.11,10.6,-1,7,2
"409",509,3,7.4,0.38,-0.93,8.3,0.271,44,168,0.99627,3.20762822580645,0.52,19.2,0,8,0
"410",510,2,18,0.86,-0.43,-62.1,0.601,6,61,0.9897,2.05,0.22,11.5,0,7,0
"411",511,3,6.5,-0.6,0.29,42.7,0.0548224891009295,-7,86,1.0114,3.25,0.45,8,-1,7,1
"412",512,5,8.5,-0.16,-2.55,48.9,-0.304,79,-236,1.08899,3.04,1.31,10.4892362598141,1,9,3
"413",514,4,7.2,0.29,0.4,7.6,-0.571,199,177,0.99337,3.04,0.527111782477341,6.5,0,8,2
"414",515,0,19.7,1.32,1.31,3.3,0.1,26,52,0.9982,1.7,0.53,15.9,0,10,0
"415",516,0,7.2,0.66,0.58,2.3,0.078,30.8455712874547,-336,0.99743,2.73,0.57,23.5,0,8,0
"416",517,3,14.2,-0.32,1.07,54.7,0.181,-23,138,0.99125,3.46,-1.16,11.1,-1,7,1
"417",518,3,-4.4,1.16,0.34,1.6,0.469,33,314,0.9921,2.12,-0.27,5.2,-1,7,3
"418",520,0,-2.7,0.33,1.08,2.5,0.047,-225,148,0.95857,3.2,0.43,7.1,0,7,0
"419",523,5,15.7,0.7,-0.14,3.3,0.044,-192,91,1.0418,3.49,1.55,10.8,1,7,3
"420",524,4,3.2,0.23,0.16,7.95,-0.545,72,108,1.02243,3.44,1.94,8.9,0,6,2
"421",525,6,6,1.08,0.24,-31,-0.411,30.8455712874547,126,1.02658,4.5,0.527111782477341,9,1,7,3
"422",526,0,-1.7,1.8,0.08,1.8,-0.12,22,89,0.89949,3.34,1.4,11.5,0,8,1
"423",527,6,-15.7,-0.1,0.06,-50.9,0.668,24,625,0.995,3.28,1.42,6.9,1,9,1
"424",528,3,6.6,-0.12,0.52,8.1,0.102,-67,-56,0.99548,3.18,3.64,12.4,0,7,0
"425",529,3,6.1,-0.05,1.56,59.3,0.335,-205,108,0.9934,3.23,0.52,9.2,0,7,1
"426",530,0,9,0.2,0.42,22,0.041,80,26,0.9925,1.83,0.49,11.4,0,9,0
"427",531,6,5.2,0,0.45,-49.4,0.022,14,49,0.9934,3.01,0.33,11.1,1,10,2
"428",532,0,12.8,2.08,0.98,37.2,0.088,13,35,0.9997,2.48,0.6,13.7,0,14,0
"429",533,4,7.3,0.2,1.03,30.5,0.611,51,351,1.0004,3.20762822580645,3.67,6.3,0,9,1
"430",534,2,9.7,0.69,0.32,32,0.471,22,365,0.97688,3.29,-1.01,6.3,-1,11,1
"431",535,4,6.4,0.26,0.69,1.7,-0.66,-248,60,0.9925,4.34,0.54,10.1,1,7,2
"432",536,0,15.6,-0.05,0.02,2.2,0.546,36,111,0.99524,1.88,0.527111782477341,2.1,0,7,0
"433",537,6,1.1,0.25,0.39,2.1,0.036,7,45,0.96443,4.29,0.43,12.2,0,8,2
"434",538,4,8.2,0.18,0.54,-17,-0.033,28,81,0.9923,3,0.56,10.5,-1,9,0
"435",539,3,6.6,0.26,0.46,7.8,0.047,135,561,0.9664,3.2,-0.51,11.9,0,7,2
"436",540,4,11.8,-1.16,0.03,3.3,-0.534,30.8455712874547,143,0.92193,1.91,0.527111782477341,11.3,0,7,2
"437",541,5,6.3,0.24,-0.37,70.9,0.035,-125,12,0.96616,3.17,-0.83,8.3,1,7,1
"438",542,3,6.7,1.8,0.18,7.7,-0.17,-227,200,1.046,3.34,-0.9,9.4,-1,7,1
"439",543,1,6.4,0.3,1.36,-47.1,0.332,166,120.714232642615,0.94414,3.36,-0.35,9,-2,7,0
"440",544,4,6.5,0.41,0.09,65.7,0.048,-135,31,0.99454,3.44,1.73,9.8,0,7,3
"441",546,3,7.1,0.28,-0.96,1.9,0.615,12,86,0.90037,3.15,1.12,9.4,0,8,2
"442",547,0,12.7,0.6,0.49,21,-0.496,5,26,0.9994,4.09,0.57,15.6,-1,14,0
"443",548,5,5.1,0.33,0.19,50.2,0.027,273,-337,0.9893,3.67,0.38,9.7,0,6,1
"444",550,4,6.7,0.26,0.29,7.1,0.119,306,550,1.04276,3.4,-1.1,8.5,0,7,2
"445",552,4,17.1,0.44,0.26,131.75,-0.245,-115,100,0.99117,3.17,-0.61,7.3,0,9,3
"446",553,4,1,0.26,0.42,-43.8,0.0548224891009295,76,22,0.96671,2.49,0.45,15.7,0,8,2
"447",554,4,17.8,0.41,0.64,-31.5,-0.05,-238,127,1.02079,3.96,0.79,6.3,-1,7,1
"448",555,6,12.9,0.19,0.25,25.4,0.0548224891009295,90,107,0.99382,3.53,0.66,10.5,1,8,4
"449",558,3,14.7,0.29,0.52,-12.1,0.164,35,192,1.04617,3.16,0.51,15.6,-1,7,2
"450",561,2,7.8,-1.64,0.74,-6.6,0.033,-40,561,1.0919,3.14,0.52,12.8,-2,9,2
"451",562,4,6,0.45,0.65,9.7,0.08,11,-260,0.9956,3.04,0.527111782477341,12.6,1,7,0
"452",563,4,17.6,2.955,0.2,74.4,0.071,140,212,1.03108,1.73,1.26,3.2,0,8,2
"453",564,2,7.4,0.17,0.34,8.3,0.052,44,477,0.99627,3.11,0.527111782477341,11.4,-1,8,0
"454",565,6,-2.6,0.32,0.26,38.8,-0.505,253,22,0.99291,3.36,0.19,11.1,2,7,2
"455",567,0,7,-0.385,0,39.5,-0.571,173,-178,1.00467,3.48,0.56,9.6,0,8,0
"456",568,2,7.6,0.27,1.89,-28.8,0.043,-370,152,0.95213,3.02,0.59,13.7,-2,8,1
"457",570,4,5.8,0.25,0.25,-16.3,-0.171,-148,-287,1.03087,3.37,0.58,4.6,0,6,3
"458",571,0,1.2,0.3,1.74,5.41873306511208,0.054,257,544,0.9956,3.12,0.38,10.4892362598141,-2,8,0
"459",572,0,11.7,0.3,0.9,4.5,0.652,213,344,0.99513,2.77,-0.29,11.3,1,8,0
"460",574,0,9.1,0.28,-0.91,-52.4,0.067,25,12,1.0078,3.25,0.55,13,-1,10,0
"461",575,4,6.8,0.52,-0.63,-22.6,0.128,-194,-72,0.9972,3.27,1.41,4.1,0,8,2
"462",576,4,14.6,0.22,0.48,1.5,0.662,-225,-135,0.9944,2.25,-0.29,2.4,1,8,3
"463",577,5,7.4,-0.61,0.16,12.8,0.395,48.5,229,0.9986,4.02,2.83,10.4892362598141,0,8,3
"464",580,2,9.8,0.695,-0.95,2,0.076,12,-383,0.99546,3.29,0.54,10.1,-1,8,1
"465",581,5,1.9,-0.92,1.82,4.7,0.274,326,205,0.99042,3.57,0.11,12.5,-1,7,4
"466",583,0,2.9,1.105,0,-85.3,0.39,7,12,0.9846,3.34,-0.7,6,0,8,0
"467",584,0,0,0.58,-0.24,-24.4,0.078,-32,32,0.99546,3.36,0.527111782477341,17.9,-2,7,0
"468",585,0,-0.4,0.91,0.07,3.4,0.31,197,71,1.052,2.32,1.26,10.8,2,11,0
"469",586,1,7.4,1.18,0.32,7.1,0.578,-63,486,0.98713,3.32,2.05,7.8,-1,8,0
"470",587,4,6.8,0.21,0.36,-21.5,0.733,-15,133,1.04752,3.20762822580645,1.28,8.8,1,7,0
"471",588,0,5.7,0.49,0.28,42.6,0.11,20,229,1.01233,2.93,1.95,9.9,1,9,0
"472",589,5,6.9,0.38,0.28,8.3,0.062,22,166,0.98958,3.16,0.72,10.6,2,8,3
"473",590,4,9.7,0.26,1.37,3.8,0.029,-109,-125,0.99011,4.13,0.34,12,0,7,1
"474",591,4,6.3,0.27,1.81,20.5,0.044,59,-56,0.99077,3.14,2.01,11.7,0,7,3
"475",592,4,4.1,0.885,0.27,2.3,0.084,31,145,0.97161,2.75,0.53,9.4,1,11,2
"476",593,5,6.6,0.34,0.22,38,0.046,325,133,1.0571,2.94,-0.42,10.1,1,7,2
"477",594,3,6.5,0.55,0.44,-5,0.043,30.8455712874547,-30,0.98659,4.38,0.48,-0.2,0,7,1
"478",595,3,3.1,0.2,0.36,20.4,0.066,31,132,0.995,4.16,2.2,10.9,-1,8,2
"479",597,3,1.1,2.81,-0.09,93.5,-0.478,-156,229,0.9761,2.02,-1.27,8.9,0,7,0
"480",600,4,-3.7,0.32,1.68,2.5,0.052,40,219.5,0.99575,3.15,1.92,10,1,7,1
"481",601,0,5.1,2.81,0.8,-0.4,0.053,13,-287,1.0039,3.22,0.39,11.5,2,6,0
"482",603,3,5.3,-2.65,2.01,4.9,0.028,176,497,0.9932,3.04,0.4,11.3,-1,10,0
"483",604,3,17.8,-1.09,0.87,-62.8,0.27,17,156,1.01897,3.13,0.36,3.7,0,7,1
"484",606,4,6.4,0.3,-0.23,-115.2,0.058,27,-116,0.93754,3.95,-0.65,21.1,0,7,0
"485",607,0,7.4,0.64,-0.16,-7.4,-0.378,-61,120.714232642615,0.97551,3.20762822580645,1.89,9.8,0,8,1
"486",608,4,6,1.31,0.41,10.8,0.0548224891009295,172,406,0.9887,1.63,-0.33,11,-1,7,1
