"","Type","Gender","Color1","Color2","Color3","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","VideoAmt","PhotoAmt","AdoptionSpeed","breedname","AgeYears","NumColors","AllMeds","purebreed"
"184","Dog","Mixed","Black","Cream","White","Medium","Short","No","Yes","No","Healthy",4,0,5,5,"1","Border Collie",0,"3","5","Yes"
"185","Dog","Female","Black","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,200,NA,1,"3","Border Collie",0,"2","3","Yes"
"186","Dog","Female","Black","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,30,1,10,"3","Border Collie",1,"2","3","Yes"
"187","Dog","Male","Black","White",NA,"Medium","Long","Not Sure","Not Sure","Yes","Healthy",1,0,NA,3,"1","Border Collie",2,"2","7","Yes"
"188","Dog","Female","Black","White",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Border Collie",0,"2","3","Yes"
"189","Dog","Female","Black","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"3","Border Collie",1,"2","3","Yes"
"190","Dog","Female","Black","Brown","White","Medium","Medium","Yes","Yes","Not Sure","Healthy",4,0,NA,5,"1","Border Collie",2,"3","5","Yes"
"191","Dog","Female","Black","Cream","White","Medium","Medium","No","No","No","Healthy",1,200,NA,5,"1","Border Collie",0,"3","6","Yes"
"192","Dog","Female","Black","White",NA,"Medium","Medium","No","No","No","Healthy",1,200,NA,5,"2","Border Collie",0,"2","6","Yes"
"193","Dog","Female","Brown","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"3","Border Collie",2,"2","3","Yes"
"194","Dog","Female","Black","Brown","Cream","Medium","Medium","No","No","No","Healthy",1,200,NA,8,"2","Border Collie",0,"3","6","Yes"
"195","Dog","Female","Black","White",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,14,"3","Border Collie",1,"2","3","Yes"
"196","Dog","Female","Black","Cream","White","Medium","Medium","No","Yes","No","Healthy",1,0,NA,9,"3","Border Collie",0,"3","5","Yes"
"197","Dog","Female","Black","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Border Collie",2,"2","3","Yes"
"198","Dog","Female","Black","White",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,2,"4","Border Collie",2,"2","3","Yes"
"199","Dog","Female","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,5,"3","Border Collie",0,"2","6","Yes"
"200","Dog","Female","Black","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"1","Border Collie",5,"2","3","Yes"
"201","Dog","Male","Black","White",NA,"Medium","Long","No","Yes","Yes","Healthy",1,0,NA,2,"1","Border Collie",2,"2","4","Yes"
"202","Dog","Female","Black","Brown","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,8,"4","Border Collie",1,"3","3","Yes"
"203","Dog","Mixed","Black","Brown","White","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",6,0,NA,7,"2","Border Collie",0,"3","9","Yes"
"204","Dog","Male","Black","Brown","White","Medium","Short","Yes","Yes","No","Healthy",2,0,NA,8,"2","Border Collie",0,"3","4","Yes"
"205","Dog","Male","Black","White",NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,6,"3","Border Collie",0,"2","4","Yes"
"206","Dog","Female","Yellow","Cream","White","Medium","Medium","No","Yes","Yes","Healthy",1,100,NA,2,"3","Border Collie",2,"3","4","Yes"
"207","Dog","Female","Brown","White",NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,3,"2","Border Collie",1,"2","3","Yes"
"208","Dog","Female","Black","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,350,NA,5,"3","Boston Terrier",2,"2","3","Yes"
"209","Dog","Male","Cream",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Boston Terrier",1,"1","3","Yes"
"210","Dog","Female","Yellow","Cream",NA,"Small","Short","No","Yes","No","Healthy",1,300,NA,9,"2","Boston Terrier",0,"2","5","Yes"
"211","Dog","Female","Black","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,250,NA,3,"2","Boston Terrier",1,"2","3","Yes"
"212","Dog","Female","Black","White",NA,"Small","Medium","Yes","Yes","No","Healthy",1,350,1,9,"1","Boston Terrier",0,"2","4","Yes"
"213","Dog","Male","Black","Brown","White","Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,10,"3","Boxer",3,"3","3","Yes"
"214","Dog","Female","Black","Brown","White","Large","Short","Not Sure","No","Not Sure","Healthy",2,450,NA,5,"4","Boxer",0,"3","8","Yes"
"215","Dog","Male","Black","Brown","White","Large","Short","Yes","Yes","No","Healthy",1,0,NA,1,"2","Boxer",1,"3","4","Yes"
"216","Dog","Female","Golden","White",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"1","Boxer",0,"2","8","Yes"
"217","Dog","Female","Brown","Golden","White","Large","Short","Yes","Yes","No","Healthy",2,0,NA,3,"2","Boxer",5,"3","4","Yes"
"218","Dog","Male","Black","Cream",NA,"Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"2","Boxer",0,"2","8","Yes"
"219","Dog","Female","Brown","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,2,"4","Boxer",1,"2","3","Yes"
"220","Dog","Mixed","Brown",NA,NA,"Small","Short","No","No","No","Healthy",2,150,NA,1,"1","Boxer",0,"1","6","Yes"
"221","Dog","Female","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"4","Boxer",1,"1","9","Yes"
"222","Dog","Female","Brown","Cream","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,4,"4","Boxer",1,"3","3","Yes"
"223","Dog","Male","Brown","White",NA,"Medium","Medium","No","No","No","Healthy",1,0,NA,3,"2","Bull Terrier",0,"2","6","Yes"
"224","Dog","Female","White",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"4","Bull Terrier",7,"1","9","Yes"
"225","Dog","Male","Black","Brown","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,4,"3","Bull Terrier",4,"3","3","Yes"
"226","Dog","Female","White",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,2,"3","Bull Terrier",1,"1","4","Yes"
"227","Dog","Male","Black","Brown","White","Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Bull Terrier",6,"3","3","Yes"
"228","Dog","Female","White",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Bull Terrier",7,"1","3","Yes"
"229","Dog","Mixed","Brown","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",2,0,NA,1,"1","Bull Terrier",2,"2","3","Yes"
"230","Dog","Male","Cream",NA,NA,"Large","Long","Yes","Yes","No","Healthy",1,0,NA,4,"4","Bull Terrier",2,"1","4","Yes"
"231","Dog","Male","White",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,200,NA,2,"3","Bull Terrier",2,"1","3","Yes"
"232","Dog","Female","Brown","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,3,"2","Bull Terrier",0,"2","6","Yes"
"233","Dog","Male","Brown","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,120,NA,10,"2","Bull Terrier",1,"2","3","Yes"
"234","Dog","Mixed","Black","Brown","Yellow","Small","Medium","No","No","No","Healthy",8,0,NA,5,"3","Bull Terrier",0,"3","6","Yes"
"235","Dog","Female","Black","Brown","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"1","Bull Terrier",1,"3","3","Yes"
"236","Dog","Female","Cream",NA,NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"3","Bull Terrier",2,"1","3","Yes"
"237","Dog","Male","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,1,"1","Bull Terrier",5,"1","9","Yes"
"238","Dog","Female","Black","Cream","White","Medium","Medium","Yes","No","Yes","Healthy",1,50,NA,2,"2","Bull Terrier",2,"3","4","Yes"
"239","Dog","Male","Black","Brown",NA,"Extra Large","Short","Yes","Yes","No","Healthy",1,0,NA,2,"2","Bullmastiff",3,"2","4","Yes"
"240","Dog","Male","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,6,"3","Bullmastiff",0,"2","6","Yes"
"241","Dog","Male","Cream","Gray","White","Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Bullmastiff",5,"3","3","Yes"
"242","Dog","Mixed","Brown",NA,NA,"Large","Short","Not Sure","Not Sure","Not Sure","Healthy",2,0,NA,2,"1","Bullmastiff",2,"1","9","Yes"
"243","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,2,"3","Bullmastiff",0,"1","6","Yes"
"244","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,3,"2","Bullmastiff",0,"1","6","Yes"
"245","Dog","Male","Black",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,6,"2","Bullmastiff",0,"1","6","Yes"
"246","Dog","Male","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,4,"3","Bullmastiff",0,"1","6","Yes"
"247","Dog","Mixed","Black","Brown","Yellow","Medium","Short","No","No","No","Healthy",6,0,NA,2,"4","Bullmastiff",0,"3","6","Yes"
"248","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","No","Healthy",1,0,NA,4,"1","Bullmastiff",0,"1","6","Yes"
"249","Dog","Male","Golden",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,0,NA,2,"3","Bullmastiff",3,"1","3","Yes"
"250","Dog","Male","Brown",NA,NA,"Large","Short","Yes","Yes","Yes","Healthy",1,300,NA,2,"1","Bullmastiff",1,"1","3","Yes"
"251","Dog","Male","Black","Brown","White","Small","Medium","No","No","No","Healthy",1,250,NA,10,"3","Cattle Dog",0,"3","6","Yes"
"252","Dog","Male","Brown","Golden","White","Medium","Long","Yes","Yes","Yes","Healthy",1,0,NA,14,"4","Cavalier King Charles Spaniel",7,"3","3","Yes"
"253","Dog","Female","Brown","White",NA,"Small","Short","Yes","Yes","Not Sure","Healthy",1,0,NA,2,"1","Cavalier King Charles Spaniel",8,"2","5","Yes"
"254","Dog","Female","Brown","White",NA,"Small","Short","Yes","Yes","Not Sure","Healthy",1,250,NA,6,"3","Chihuahua",3,"2","5","Yes"
"255","Dog","Male","Black","Cream",NA,"Small","Medium","Yes","Yes","No","Healthy",1,200,NA,3,"3","Chihuahua",1,"2","4","Yes"
"256","Dog","Female","Brown",NA,NA,"Small","Short","Not Sure","Not Sure","No","Healthy",1,250,NA,5,"4","Chihuahua",0,"1","8","Yes"
"257","Dog","Male","Cream","White",NA,"Small","Short","Yes","Yes","No","Healthy",1,50,NA,3,"3","Chihuahua",1,"2","4","Yes"
"258","Dog","Female","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,500,NA,1,"3","Chihuahua",0,"1","4","Yes"
"259","Dog","Mixed","Black","Brown","White","Small","Short","Yes","Yes","Yes","Healthy",2,0,NA,4,"3","Chihuahua",5,"3","3","Yes"
"260","Dog","Female","Gray",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"2","Chihuahua",1,"1","9","Yes"
"261","Dog","Male","Brown",NA,NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,3,"4","Chihuahua",4,"1","5","Yes"
"262","Dog","Female","Brown",NA,NA,"Small","Short","No","No","No","Healthy",1,0,1,2,"3","Chihuahua",0,"1","6","Yes"
"263","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","No","Minor Injury",1,0,NA,3,"1","Chihuahua",3,"1","4","Yes"
"264","Dog","Female","Black","Golden",NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"3","Chihuahua",1,"2","9","Yes"
"265","Dog","Female","Golden","White",NA,"Small","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"1","Chihuahua",1,"2","4","Yes"
"266","Dog","Female","Black","Yellow","White","Small","Short","Yes","Yes","No","Healthy",1,0,NA,4,"2","Chihuahua",10,"3","4","Yes"
"267","Dog","Mixed","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",2,0,NA,5,"1","Chihuahua",0,"1","4","Yes"
"268","Dog","Male","Brown","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,500,NA,9,"3","Chihuahua",1,"2","3","Yes"
"269","Dog","Mixed","Brown","White",NA,"Small","Medium","Yes","Yes","Yes","Minor Injury",4,385,NA,5,"2","Chihuahua",2,"2","3","Yes"
"270","Dog","Female","Black",NA,NA,"Small","Short","Not Sure","Not Sure","No","Healthy",1,0,NA,4,"1","Chihuahua",4,"1","8","Yes"
"271","Dog","Female","Cream",NA,NA,"Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,4,"1","Chihuahua",4,"1","9","Yes"
"272","Dog","Female","Black","White",NA,"Small","Short","Yes","Yes","No","Healthy",1,100,NA,6,"1","Chihuahua",5,"2","4","Yes"
"273","Dog","Female","Cream","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,0,NA,3,"4","Chihuahua",1,"2","3","Yes"
"274","Dog","Female","Black","Golden","White","Small","Medium","Yes","Yes","Yes","Healthy",1,400,NA,9,"2","Chihuahua",3,"3","3","Yes"
"275","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","Yes","Healthy",1,0,NA,1,"2","Chihuahua",0,"1","3","Yes"
"276","Dog","Female","Golden","Gray","White","Small","Short","Yes","Yes","Yes","Healthy",1,50,NA,5,"1","Chihuahua",4,"3","3","Yes"
"277","Dog","Female","Brown","White",NA,"Small","Medium","Yes","Yes","No","Healthy",1,100,NA,2,"1","Chihuahua",5,"2","4","Yes"
"278","Dog","Male","Cream",NA,NA,"Small","Short","Yes","Yes","No","Minor Injury",1,0,NA,2,"4","Chihuahua",2,"1","4","Yes"
"279","Dog","Male","Cream","White",NA,"Small","Short","Yes","Yes","No","Healthy",1,200,NA,3,"3","Chihuahua",2,"2","4","Yes"
"280","Dog","Mixed","Black","Golden",NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,NA,4,"1","Chihuahua",0,"2","4","Yes"
"281","Dog","Male","Black","Brown","White","Small","Short","Yes","Yes","No","Healthy",1,450,NA,4,"2","Chihuahua",3,"3","4","Yes"
"282","Dog","Female","Yellow","White",NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,2,"2","Chihuahua",10,"2","9","Yes"
"283","Dog","Male","Black","Brown",NA,"Small","Short","Yes","No","No","Healthy",2,0,NA,2,"2","Chihuahua",2,"2","5","Yes"
"284","Dog","Mixed","Cream","White",NA,"Medium","Short","Yes","Yes","No","Healthy",2,0,3,6,"3","Chihuahua",0,"2","4","Yes"
"285","Dog","Male","Black","Golden",NA,"Small","Short","No","No","No","Healthy",2,0,NA,2,"2","Chihuahua",0,"2","6","Yes"
"286","Dog","Female","Cream","White",NA,"Small","Short","Yes","Yes","Yes","Healthy",1,100,NA,3,"1","Chihuahua",4,"2","3","Yes"
"287","Dog","Male","Brown",NA,NA,"Small","Short","Yes","Yes","No","Healthy",1,0,1,6,"2","Chihuahua",7,"1","4","Yes"
"288","Dog","Male","White",NA,NA,"Small","Long","Yes","Yes","Yes","Healthy",1,0,NA,2,"2","Chihuahua",5,"1","3","Yes"
"289","Dog","Female","Brown",NA,NA,"Medium","Short","No","No","Yes","Healthy",1,0,NA,1,"4","Chihuahua",1,"1","5","Yes"
"290","Dog","Female","Brown","White",NA,"Small","Short","Yes","Yes","No","Healthy",1,0,NA,6,"2","Chihuahua",0,"2","4","Yes"
"291","Dog","Male","Black","Golden","White","Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"0","Chinese Crested Dog",3,"3","3","Yes"
"292","Dog","Mixed","Brown","Cream",NA,"Medium","Short","No","Yes","No","Healthy",4,0,NA,8,"3","Labrador Retriever",0,"2","5","Yes"
"293","Dog","Male","Brown","Golden",NA,"Small","Long","Not Sure","Not Sure","Yes","Healthy",1,0,NA,1,"1","Chow Chow",1,"2","7","Yes"
"294","Dog","Female","Cream",NA,NA,"Large","Medium","Yes","Yes","Yes","Healthy",1,5,NA,0,"1","Chow Chow",1,"1","3","Yes"
"295","Dog","Male","Brown",NA,NA,"Medium","Long","Not Sure","Yes","No","Healthy",1,0,NA,5,"1","Chow Chow",1,"1","6","Yes"
"296","Dog","Female","Brown",NA,NA,"Small","Short","No","No","No","Healthy",1,0,NA,3,"1","Cocker Spaniel",0,"1","6","Yes"
"297","Dog","Female","Brown",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,350,NA,2,"3","Cocker Spaniel",2,"1","3","Yes"
"298","Dog","Female","Black","White",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,5,"3","Cocker Spaniel",3,"2","3","Yes"
"299","Dog","Male","Brown",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,200,NA,0,"2","Cocker Spaniel",4,"1","4","Yes"
"300","Dog","Male","Golden",NA,NA,"Medium","Long","Yes","Yes","No","Healthy",1,300,NA,3,"3","Cocker Spaniel",2,"1","4","Yes"
"301","Dog","Male","Brown","Golden",NA,"Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"4","Cocker Spaniel",7,"2","8","Yes"
"302","Dog","Male","Golden","Cream",NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,180,NA,3,"1","Cocker Spaniel",5,"2","3","Yes"
"303","Dog","Mixed","Black","Brown","White","Medium","Short","No","No","No","Healthy",2,100,NA,6,"3","Cocker Spaniel",0,"3","6","Yes"
"304","Dog","Female","Golden","Cream",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,200,NA,8,"4","Cocker Spaniel",4,"2","3","Yes"
"305","Dog","Female","Cream",NA,NA,"Medium","Long","Yes","Yes","No","Minor Injury",1,0,NA,4,"3","Cocker Spaniel",5,"1","4","Yes"
"306","Dog","Female","Brown",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",2,0,NA,2,"1","Cocker Spaniel",4,"1","4","Yes"
"307","Dog","Male","Brown",NA,NA,"Small","Long","Yes","Yes","Yes","Healthy",1,0,NA,3,"1","Cocker Spaniel",9,"1","3","Yes"
"308","Dog","Female","Brown","Golden","Cream","Medium","Long","Yes","Yes","No","Healthy",1,0,NA,2,"1","Cocker Spaniel",1,"3","4","Yes"
"309","Dog","Male","Black",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,100,NA,1,"2","Cocker Spaniel",0,"1","4","Yes"
"310","Dog","Male","Black","Brown",NA,"Medium","Medium","Yes","Yes","No","Healthy",1,100,NA,1,"2","Cocker Spaniel",0,"2","4","Yes"
"311","Dog","Female","Golden","Cream",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,100,NA,1,"2","Cocker Spaniel",2,"2","9","Yes"
"312","Dog","Female","Brown","Cream",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,6,"1","Cocker Spaniel",2,"2","3","Yes"
"313","Dog","Male","Cream","White",NA,"Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,2,"3","Cocker Spaniel",7,"2","8","Yes"
"314","Dog","Female","Brown","Golden",NA,"Small","Long","Yes","Not Sure","Not Sure","Minor Injury",1,0,NA,3,"2","Cocker Spaniel",4,"2","7","Yes"
"315","Dog","Male","Brown","Yellow","Cream","Medium","Long","No","Yes","No","Healthy",1,0,NA,1,"1","Cocker Spaniel",1,"3","5","Yes"
"316","Dog","Male","Cream",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,0,NA,5,"4","Cocker Spaniel",4,"1","3","Yes"
"317","Dog","Male","Cream",NA,NA,"Medium","Long","Yes","Yes","No","Healthy",1,200,NA,3,"1","Cocker Spaniel",1,"1","4","Yes"
"318","Dog","Female","Golden",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,3,"3","Cocker Spaniel",1,"1","4","Yes"
"319","Dog","Female","Brown","Cream",NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,11,"0","Cocker Spaniel",8,"2","3","Yes"
"320","Dog","Male","Golden",NA,NA,"Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,5,"3","Cocker Spaniel",14,"1","9","Yes"
"321","Dog","Female","Cream",NA,NA,"Medium","Medium","Yes","Yes","Yes","Healthy",1,300,NA,0,"2","Cocker Spaniel",3,"1","3","Yes"
"322","Dog","Female","Black","Gray","White","Medium","Long","Yes","Yes","No","Healthy",1,0,NA,4,"1","Cocker Spaniel",7,"3","4","Yes"
"323","Dog","Male","Cream",NA,NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,200,NA,1,"4","Cocker Spaniel",3,"1","3","Yes"
"324","Dog","Male","Golden",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,390,NA,3,"1","Cocker Spaniel",2,"1","4","Yes"
"325","Dog","Male","Cream",NA,NA,"Medium","Long","Yes","Yes","Yes","Healthy",1,350,NA,3,"3","Cocker Spaniel",5,"1","3","Yes"
"326","Dog","Male","Brown","Golden","Cream","Medium","Medium","Yes","Yes","No","Healthy",2,0,NA,4,"1","Cocker Spaniel",8,"3","4","Yes"
"327","Dog","Male","Black",NA,NA,"Medium","Short","No","Yes","No","Healthy",1,0,NA,6,"2","Cocker Spaniel",0,"1","5","Yes"
"328","Dog","Male","Brown","Golden",NA,"Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,6,"2","Cocker Spaniel",6,"2","8","Yes"
"329","Dog","Female","Cream",NA,NA,"Medium","Medium","Yes","Yes","No","Healthy",1,0,NA,4,"2","Cocker Spaniel",7,"1","4","Yes"
"330","Dog","Female","Brown","Golden",NA,"Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,1,"2","Cocker Spaniel",2,"2","8","Yes"
"331","Dog","Female","Black",NA,NA,"Medium","Short","Not Sure","Yes","No","Healthy",1,0,NA,5,"2","Cocker Spaniel",0,"1","6","Yes"
"332","Dog","Male","Black","Brown",NA,"Medium","Medium","Yes","Yes","Yes","Minor Injury",1,0,NA,2,"2","Cocker Spaniel",5,"2","3","Yes"
"333","Dog","Female","Brown",NA,NA,"Small","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"2","Cocker Spaniel",3,"1","3","Yes"
"334","Dog","Male","Brown","Golden",NA,"Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,NA,4,"2","Cocker Spaniel",6,"2","8","Yes"
"335","Dog","Female","Golden","Cream",NA,"Medium","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,NA,1,"3","Cocker Spaniel",4,"2","9","Yes"
"336","Dog","Female","Brown",NA,NA,"Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,4,"1","Cocker Spaniel",4,"1","9","Yes"
"337","Dog","Male","Cream","White",NA,"Medium","Short","Yes","Yes","Yes","Healthy",1,0,NA,6,"3","Collie",0,"2","3","Yes"
"338","Dog","Female","Black","Cream",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,5,"1","Collie",0,"2","6","Yes"
"339","Dog","Male","Black","Cream",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,5,"1","Collie",0,"2","6","Yes"
"340","Dog","Male","Black","Brown","White","Large","Medium","Yes","Yes","Yes","Healthy",1,0,NA,1,"4","Collie",3,"3","3","Yes"
"341","Dog","Female","Black","White",NA,"Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,NA,3,"1","Collie",1,"2","9","Yes"
"342","Dog","Male","Black","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,5,"1","Collie",0,"2","6","Yes"
"343","Cat","Female","Brown",NA,NA,"Small","Short","No","Yes","No","Healthy",1,0,NA,3,"0","Collie",0,"1","5","Yes"
"344","Dog","Male","Brown","White",NA,"Medium","Short","No","No","No","Healthy",1,0,NA,3,"1","Collie",0,"2","6","Yes"
