"","Type","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds","purebreed","euth_risk"
"226","Dog","Female","White","Small","Short","Yes","Yes","No","Healthy",1,0,2,"3",1,"1","4","Yes","Medium"
"227","Dog","Male","Black","Large","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",6,"3","3","Yes","High"
"228","Dog","Female","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",7,"1","3","Yes","High"
"229","Dog","Mixed","Brown","Medium","Short","Yes","Yes","Yes","Healthy",2,0,1,"1",2,"2","3","Yes","Low"
"230","Dog","Male","Cream","Large","Long","Yes","Yes","No","Healthy",1,0,4,"4",2,"1","4","Yes","High"
"231","Dog","Male","White","Medium","Short","Yes","Yes","Yes","Healthy",1,200,2,"3",2,"1","3","Yes","Medium"
"232","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,3,"2",0,"2","6","Yes","Medium"
"233","Dog","Male","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,120,10,"2",1,"2","3","Yes","Medium"
"234","Dog","Mixed","Black","Small","Medium","No","No","No","Healthy",8,0,5,"3",0,"3","6","Yes","Medium"
"235","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,5,"1",1,"3","3","Yes","Low"
"236","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,5,"3",2,"1","3","Yes","Medium"
"237","Dog","Male","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"1",5,"1","9","Yes","Low"
"238","Dog","Female","Black","Medium","Medium","Yes","No","Yes","Healthy",1,50,2,"2",2,"3","4","Yes","Medium"
"239","Dog","Male","Black","Extra Large","Short","Yes","Yes","No","Healthy",1,0,2,"2",3,"2","4","Yes","Medium"
"240","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,6,"3",0,"2","6","Yes","Medium"
"241","Dog","Male","Cream","Large","Short","Yes","Yes","Yes","Healthy",1,0,5,"4",5,"3","3","Yes","High"
"242","Dog","Mixed","Brown","Large","Short","Not Sure","Not Sure","Not Sure","Healthy",2,0,2,"1",2,"1","9","Yes","Low"
"243","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,2,"3",0,"1","6","Yes","Medium"
"244","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,3,"2",0,"1","6","Yes","Medium"
"245","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,6,"2",0,"1","6","Yes","Medium"
"246","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,0,4,"3",0,"1","6","Yes","Medium"
"247","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",6,0,2,"4",0,"3","6","Yes","High"
"248","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,4,"1",0,"1","6","Yes","Low"
"249","Dog","Male","Golden","Large","Short","Yes","Yes","Yes","Healthy",1,0,2,"3",3,"1","3","Yes","Medium"
"250","Dog","Male","Brown","Large","Short","Yes","Yes","Yes","Healthy",1,300,2,"1",1,"1","3","Yes","Low"
"251","Dog","Male","Black","Small","Medium","No","No","No","Healthy",1,250,10,"3",0,"3","6","Yes","Medium"
"252","Dog","Male","Brown","Medium","Long","Yes","Yes","Yes","Healthy",1,0,14,"4",7,"3","3","Yes","High"
"253","Dog","Female","Brown","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,2,"1",8,"2","5","Yes","Low"
"254","Dog","Female","Brown","Small","Short","Yes","Yes","Not Sure","Healthy",1,250,6,"3",3,"2","5","Yes","Medium"
"255","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,200,3,"3",1,"2","4","Yes","Medium"
"256","Dog","Female","Brown","Small","Short","Not Sure","Not Sure","No","Healthy",1,250,5,"4",0,"1","8","Yes","High"
"257","Dog","Male","Cream","Small","Short","Yes","Yes","No","Healthy",1,50,3,"3",1,"2","4","Yes","Medium"
"258","Dog","Female","Brown","Small","Short","Yes","Yes","No","Healthy",1,500,1,"3",0,"1","4","Yes","Medium"
"259","Dog","Mixed","Black","Small","Short","Yes","Yes","Yes","Healthy",2,0,4,"3",5,"3","3","Yes","Medium"
"260","Dog","Female","Gray","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",1,"1","9","Yes","Medium"
"261","Dog","Male","Brown","Medium","Short","No","No","Yes","Healthy",1,0,3,"4",4,"1","5","Yes","High"
"262","Dog","Female","Brown","Small","Short","No","No","No","Healthy",1,0,2,"3",0,"1","6","Yes","Medium"
"263","Dog","Male","Brown","Small","Short","Yes","Yes","No","Minor Injury",1,0,3,"1",3,"1","4","Yes","Low"
"264","Dog","Female","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"3",1,"2","9","Yes","Medium"
"265","Dog","Female","Golden","Small","Medium","Yes","Yes","No","Healthy",1,0,3,"1",1,"2","4","Yes","Low"
"266","Dog","Female","Black","Small","Short","Yes","Yes","No","Healthy",1,0,4,"2",10,"3","4","Yes","Medium"
"267","Dog","Mixed","Brown","Small","Short","Yes","Yes","No","Healthy",2,0,5,"1",0,"1","4","Yes","Low"
"268","Dog","Male","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,500,9,"3",1,"2","3","Yes","Medium"
"269","Dog","Mixed","Brown","Small","Medium","Yes","Yes","Yes","Minor Injury",4,385,5,"2",2,"2","3","Yes","Medium"
"270","Dog","Female","Black","Small","Short","Not Sure","Not Sure","No","Healthy",1,0,4,"1",4,"1","8","Yes","Low"
"271","Dog","Female","Cream","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"1",4,"1","9","Yes","Low"
"272","Dog","Female","Black","Small","Short","Yes","Yes","No","Healthy",1,100,6,"1",5,"2","4","Yes","Low"
"273","Dog","Female","Cream","Small","Short","Yes","Yes","Yes","Healthy",1,0,3,"4",1,"2","3","Yes","High"
"274","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,400,9,"2",3,"3","3","Yes","Medium"
"275","Dog","Male","White","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"2",0,"1","3","Yes","Medium"
"276","Dog","Female","Golden","Small","Short","Yes","Yes","Yes","Healthy",1,50,5,"1",4,"3","3","Yes","Low"
"277","Dog","Female","Brown","Small","Medium","Yes","Yes","No","Healthy",1,100,2,"1",5,"2","4","Yes","Low"
"278","Dog","Male","Cream","Small","Short","Yes","Yes","No","Minor Injury",1,0,2,"4",2,"1","4","Yes","High"
"279","Dog","Male","Cream","Small","Short","Yes","Yes","No","Healthy",1,200,3,"3",2,"2","4","Yes","Medium"
"280","Dog","Mixed","Black","Medium","Short","Yes","Yes","No","Healthy",2,0,4,"1",0,"2","4","Yes","Low"
"281","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,450,4,"2",3,"3","4","Yes","Medium"
"282","Dog","Female","Yellow","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",10,"2","9","Yes","Medium"
"283","Dog","Male","Black","Small","Short","Yes","No","No","Healthy",2,0,2,"2",2,"2","5","Yes","Medium"
"284","Dog","Mixed","Cream","Medium","Short","Yes","Yes","No","Healthy",2,0,6,"3",0,"2","4","Yes","Medium"
"285","Dog","Male","Black","Small","Short","No","No","No","Healthy",2,0,2,"2",0,"2","6","Yes","Medium"
"286","Dog","Female","Cream","Small","Short","Yes","Yes","Yes","Healthy",1,100,3,"1",4,"2","3","Yes","Low"
"287","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,6,"2",7,"1","4","Yes","Medium"
"288","Dog","Male","White","Small","Long","Yes","Yes","Yes","Healthy",1,0,2,"2",5,"1","3","Yes","Medium"
"289","Dog","Female","Brown","Medium","Short","No","No","Yes","Healthy",1,0,1,"4",1,"1","5","Yes","High"
"290","Dog","Female","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,6,"2",0,"2","4","Yes","Medium"
"291","Dog","Male","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"0",3,"3","3","Yes","Low"
"292","Dog","Mixed","Brown","Medium","Short","No","Yes","No","Healthy",4,0,8,"3",0,"2","5","Yes","Medium"
"293","Dog","Male","Brown","Small","Long","Not Sure","Not Sure","Yes","Healthy",1,0,1,"1",1,"2","7","Yes","Low"
"294","Dog","Female","Cream","Large","Medium","Yes","Yes","Yes","Healthy",1,5,0,"1",1,"1","3","Yes","Low"
"295","Dog","Male","Brown","Medium","Long","Not Sure","Yes","No","Healthy",1,0,5,"1",1,"1","6","Yes","Low"
"296","Dog","Female","Brown","Small","Short","No","No","No","Healthy",1,0,3,"1",0,"1","6","Yes","Low"
"297","Dog","Female","Brown","Medium","Medium","Yes","Yes","Yes","Healthy",1,350,2,"3",2,"1","3","Yes","Medium"
"298","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,5,"3",3,"2","3","Yes","Medium"
"299","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,200,0,"2",4,"1","4","Yes","Medium"
"300","Dog","Male","Golden","Medium","Long","Yes","Yes","No","Healthy",1,300,3,"3",2,"1","4","Yes","Medium"
"301","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,1,"4",7,"2","8","Yes","High"
"302","Dog","Male","Golden","Medium","Long","Yes","Yes","Yes","Healthy",1,180,3,"1",5,"2","3","Yes","Low"
"303","Dog","Mixed","Black","Medium","Short","No","No","No","Healthy",2,100,6,"3",0,"3","6","Yes","Medium"
"304","Dog","Female","Golden","Small","Medium","Yes","Yes","Yes","Healthy",1,200,8,"4",4,"2","3","Yes","High"
"305","Dog","Female","Cream","Medium","Long","Yes","Yes","No","Minor Injury",1,0,4,"3",5,"1","4","Yes","Medium"
"306","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",2,0,2,"1",4,"1","4","Yes","Low"
"307","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,0,3,"1",9,"1","3","Yes","Low"
"308","Dog","Female","Brown","Medium","Long","Yes","Yes","No","Healthy",1,0,2,"1",1,"3","4","Yes","Low"
"309","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,100,1,"2",0,"1","4","Yes","Medium"
"310","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,100,1,"2",0,"2","4","Yes","Medium"
"311","Dog","Female","Golden","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,100,1,"2",2,"2","9","Yes","Medium"
"312","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,6,"1",2,"2","3","Yes","Low"
"313","Dog","Male","Cream","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,2,"3",7,"2","8","Yes","Medium"
"314","Dog","Female","Brown","Small","Long","Yes","Not Sure","Not Sure","Minor Injury",1,0,3,"2",4,"2","7","Yes","Medium"
"315","Dog","Male","Brown","Medium","Long","No","Yes","No","Healthy",1,0,1,"1",1,"3","5","Yes","Low"
"316","Dog","Male","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,5,"4",4,"1","3","Yes","High"
"317","Dog","Male","Cream","Medium","Long","Yes","Yes","No","Healthy",1,200,3,"1",1,"1","4","Yes","Low"
"318","Dog","Female","Golden","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"3",1,"1","4","Yes","Medium"
"319","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,11,"0",8,"2","3","Yes","Low"
"320","Dog","Male","Golden","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"3",14,"1","9","Yes","Medium"
"321","Dog","Female","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,300,0,"2",3,"1","3","Yes","Medium"
"322","Dog","Female","Black","Medium","Long","Yes","Yes","No","Healthy",1,0,4,"1",7,"3","4","Yes","Low"
"323","Dog","Male","Cream","Medium","Long","Yes","Yes","Yes","Healthy",1,200,1,"4",3,"1","3","Yes","High"
"324","Dog","Male","Golden","Medium","Medium","Yes","Yes","No","Healthy",1,390,3,"1",2,"1","4","Yes","Low"
"325","Dog","Male","Cream","Medium","Long","Yes","Yes","Yes","Healthy",1,350,3,"3",5,"1","3","Yes","Medium"
"326","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",2,0,4,"1",8,"3","4","Yes","Low"
"327","Dog","Male","Black","Medium","Short","No","Yes","No","Healthy",1,0,6,"2",0,"1","5","Yes","Medium"
"328","Dog","Male","Brown","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,6,"2",6,"2","8","Yes","Medium"
"329","Dog","Female","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"2",7,"1","4","Yes","Medium"
"330","Dog","Female","Brown","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,1,"2",2,"2","8","Yes","Medium"
"331","Dog","Female","Black","Medium","Short","Not Sure","Yes","No","Healthy",1,0,5,"2",0,"1","6","Yes","Medium"
"332","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Minor Injury",1,0,2,"2",5,"2","3","Yes","Medium"
"333","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"2",3,"1","3","Yes","Medium"
"334","Dog","Male","Brown","Medium","Long","Not Sure","Not Sure","No","Healthy",1,0,4,"2",6,"2","8","Yes","Medium"
"335","Dog","Female","Golden","Medium","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,1,"3",4,"2","9","Yes","Medium"
"336","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"1",4,"1","9","Yes","Low"
"337","Dog","Male","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,6,"3",0,"2","3","Yes","Medium"
"338","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,5,"1",0,"2","6","Yes","Low"
"339","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,5,"1",0,"2","6","Yes","Low"
"340","Dog","Male","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,1,"4",3,"3","3","Yes","High"
"341","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",1,"2","9","Yes","Low"
"342","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,5,"1",0,"2","6","Yes","Low"
"343","Cat","Female","Brown","Small","Short","No","Yes","No","Healthy",1,0,3,"0",0,"1","5","Yes","Low"
"344","Dog","Male","Brown","Medium","Short","No","No","No","Healthy",1,0,3,"1",0,"2","6","Yes","Low"
"345","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,8,"1",0,"2","6","Yes","Low"
"346","Dog","Male","Black","Medium","Short","No","No","No","Healthy",1,0,8,"2",0,"2","6","Yes","Medium"
"347","Dog","Female","Brown","Medium","Short","No","No","No","Healthy",1,0,4,"1",0,"2","6","Yes","Low"
"348","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,5,"1",0,"2","6","Yes","Low"
"349","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,4,"3",0,"2","8","Yes","Medium"
"350","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,4,"3",0,"2","8","Yes","Medium"
"351","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,10,"1",0,"2","4","Yes","Low"
"352","Dog","Female","Black","Small","Short","Yes","Yes","No","Healthy",1,0,4,"4",1,"1","4","Yes","High"
"353","Dog","Female","Brown","Small","Short","No","No","No","Healthy",2,0,3,"1",0,"1","6","Yes","Low"
"354","Dog","Male","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,200,2,"2",2,"1","3","Yes","Medium"
"355","Dog","Male","Black","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"1",2,"3","9","Yes","Low"
"356","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,3,"0",1,"2","4","Yes","Low"
"357","Dog","Female","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,4,"3",0,"2","4","Yes","Medium"
"358","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"2",0,"1","4","Yes","Medium"
"359","Dog","Female","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"1",2,"2","9","Yes","Low"
"360","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,120,25,"1",1,"1","3","Yes","Low"
"361","Dog","Female","Black","Small","Short","No","Yes","No","Healthy",1,0,6,"3",0,"2","5","Yes","Medium"
"362","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"4",2,"2","3","Yes","High"
"363","Dog","Male","Brown","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"1",1,"1","3","Yes","Low"
"364","Dog","Female","Cream","Medium","Short","Yes","Yes","Yes","Healthy",1,0,4,"4",2,"2","3","Yes","High"
"365","Dog","Female","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,2,"2",0,"3","4","Yes","Medium"
"366","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,200,2,"2",2,"3","3","Yes","Medium"
"367","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,150,2,"2",5,"1","3","Yes","Medium"
"368","Dog","Male","Black","Small","Medium","Yes","Yes","Not Sure","Healthy",2,0,2,"0",1,"2","5","Yes","Low"
"369","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,5,"2",1,"3","3","Yes","Medium"
"370","Dog","Male","Gray","Small","Long","No","No","No","Healthy",1,20,1,"2",8,"1","6","Yes","Medium"
"371","Dog","Female","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"4",3,"1","9","Yes","High"
"372","Dog","Female","Brown","Medium","Short","Not Sure","Not Sure","Yes","Healthy",1,0,3,"2",1,"2","7","Yes","Medium"
"373","Dog","Male","Cream","Medium","Medium","Yes","Not Sure","Not Sure","Healthy",1,0,2,"2",4,"2","7","Yes","Medium"
"374","Dog","Female","Brown","Small","Medium","Not Sure","Yes","Yes","Healthy",1,0,5,"1",0,"2","5","Yes","Low"
"375","Dog","Female","Brown","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,1,"4",5,"1","5","Yes","High"
"376","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"2",1,"1","3","Yes","Medium"
"377","Dog","Male","Black","Small","Short","No","No","No","Healthy",1,20,1,"1",2,"2","6","Yes","Low"
"378","Dog","Female","Golden","Small","Long","Yes","Yes","Yes","Healthy",1,500,2,"2",6,"1","3","Yes","Medium"
"379","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,7,"3",0,"3","6","Yes","Medium"
"380","Dog","Female","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,5,"4",1,"2","4","Yes","High"
"381","Dog","Female","Brown","Small","Short","No","No","No","Healthy",1,20,1,"3",2,"1","6","Yes","Medium"
"382","Dog","Male","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,0,1,"1",2,"1","3","Yes","Low"
"383","Dog","Male","Brown","Small","Short","Yes","Yes","Not Sure","Healthy",1,0,2,"1",3,"1","5","Yes","Low"
"384","Dog","Male","Black","Medium","Short","Not Sure","Yes","No","Healthy",1,0,11,"1",0,"3","6","Yes","Low"
"385","Dog","Female","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,2,"3",1,"1","5","Yes","Medium"
"386","Dog","Female","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",3,0,2,"3",1,"2","5","Yes","Medium"
"387","Dog","Male","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,2,"1",3,"2","5","Yes","Low"
"388","Dog","Female","Golden","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"2",1,"2","9","Yes","Medium"
"389","Dog","Male","Black","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"2",1,"2","9","Yes","Medium"
"390","Dog","Female","Black","Small","Long","Not Sure","Not Sure","No","Healthy",1,0,9,"2",2,"2","8","Yes","Medium"
"391","Dog","Mixed","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",6,0,2,"4",0,"3","9","Yes","High"
"392","Dog","Female","Black","Medium","Short","Not Sure","Not Sure","Yes","Healthy",1,0,1,"1",1,"1","7","Yes","Low"
"393","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,3,"4",0,"1","3","Yes","High"
"394","Dog","Mixed","Black","Small","Medium","Yes","Not Sure","Not Sure","Healthy",5,0,1,"0",0,"3","7","Yes","Low"
"395","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,3,"2",0,"2","4","Yes","Medium"
"396","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"4",2,"2","3","Yes","High"
"397","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,0,7,"2",0,"3","5","Yes","Medium"
"398","Dog","Male","Black","Large","Short","No","Yes","No","Healthy",1,0,19,"2",0,"3","5","Yes","Medium"
"399","Dog","Male","Black","Medium","Medium","No","Yes","No","Healthy",1,0,5,"2",0,"2","5","Yes","Medium"
"400","Dog","Female","Black","Small","Short","No","No","No","Healthy",1,0,11,"4",1,"2","6","Yes","High"
"401","Dog","Female","Black","Large","Short","Not Sure","Not Sure","Yes","Healthy",1,0,8,"1",1,"2","7","Yes","Low"
"402","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,200,2,"1",3,"2","4","Yes","Low"
"403","Dog","Male","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,1,"0",0,"3","5","Yes","Low"
"404","Dog","Male","Black","Large","Short","Yes","Yes","No","Healthy",1,300,4,"1",0,"2","4","Yes","Low"
"405","Dog","Female","Black","Large","Short","Yes","Yes","No","Healthy",1,1,0,"3",2,"3","4","Yes","Medium"
"406","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,350,5,"1",2,"2","4","Yes","Low"
"407","Dog","Male","Black","Small","Short","Not Sure","Not Sure","Yes","Healthy",1,0,2,"4",1,"2","7","Yes","High"
"408","Dog","Male","Black","Medium","Short","Yes","Yes","Not Sure","Healthy",1,0,3,"1",0,"2","5","Yes","Low"
"409","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Minor Injury",1,0,4,"4",4,"2","3","Yes","High"
"410","Dog","Female","Black","Large","Short","Yes","Yes","No","Healthy",1,50,1,"4",0,"3","4","Yes","High"
"411","Dog","Female","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,100,8,"4",1,"2","3","Yes","High"
"412","Dog","Female","Black","Medium","Short","No","No","No","Healthy",1,0,3,"4",0,"2","6","Yes","High"
