"","Type","Age","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","MainBreed","has_name","pure_breed","High"
"12299","1",12,"1","2",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"6223","2",2,"2","2",2,2,"2","2","2",1,2,0,6,"Dom Short Hair","1","1",1
"18822","1",29,"3","7",1,1,"1","1","1",1,2,0,3,"Maltese","1","1",NA
"12962","1",2,"1","2",2,1,"3","3","2",1,1,0,1,"Mixed Breed","1","0",1
"9436","1",3,"2","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"10139","1",1,"1","1",2,2,"2","2","2",1,3,0,3,"Mixed Breed","1","0",0
"3081","2",1,"2","1",2,1,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",1
"15361","1",12,"1","3",2,2,"1","1","1",1,1,0,3,"Mixed Breed","1","0",NA
"13530","1",4,"2","3",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"4026","2",3,"1","1",1,2,"2","1","2",1,1,0,10,"Dom Medium Hair","1","1",0
"14100","1",2,"1","2",2,2,"1","1","2",1,1,0,3,"Mixed Breed","1","0",1
"15443","1",2,"3","1",2,1,"1","1","2",1,5,0,4,"Mixed Breed","1","0",NA
"256","1",6,"2","2",1,1,"3","3","2",1,1,250,5,"Chihuahua","1","1",0
"17192","1",3,"2","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","0","0",NA
"10709","1",3,"2","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"959","1",2,"1","2",2,1,"1","3","2",1,1,0,6,"Labrador Retriever","1","1",0
"15808","1",2,"2","2",2,1,"1","1","2",1,2,0,4,"Mixed Breed","1","0",NA
"4569","2",7,"2","2",2,2,"2","2","2",1,2,0,2,"Dom Short Hair","1","1",0
"15946","1",2,"3","1",2,2,"2","2","2",1,5,0,5,"Mixed Breed","1","0",NA
"15775","1",2,"3","1",2,1,"1","1","2",1,8,0,3,"Mixed Breed","1","0",NA
"7025","2",7,"1","4",2,1,"1","1","1",1,1,50,5,"Dom Short Hair","1","1",0
"9318","1",12,"1","1",1,1,"3","1","3",1,1,0,3,"Mixed Breed","1","0",1
"7654","2",3,"2","6",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",0
"16343","2",3,"2","2",1,2,"2","1","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"11877","1",2,"2","6",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"10305","1",84,"1","6",2,2,"1","1","1",1,1,100,1,"Mixed Breed","1","0",1
"8794","2",5,"1","1",2,1,"1","1","2",1,1,0,6,"Tabby","1","1",0
"15533","2",2,"2","2",2,1,"2","1","2",1,1,0,4,"Dom Short Hair","1","1",NA
"7578","2",4,"2","7",2,2,"3","3","1",1,1,0,7,"Dom Short Hair","1","1",1
"16197","2",1,"1","2",1,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",NA
"6122","2",2,"1","4",2,1,"2","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"13586","1",6,"2","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",1
"2082","1",2,"3","1",2,1,"2","2","2",1,2,0,3,"Terrier","1","1",1
"5224","2",12,"1","1",3,1,"3","1","2",1,1,0,3,"Dom Short Hair","1","1",0
"10106","1",2,"3","2",2,2,"2","1","2",1,16,0,30,"Mixed Breed","1","0",1
"8210","2",4,"1","7",2,2,"2","1","2",1,1,0,6,"Persian","1","1",1
"9699","1",3,"1","1",2,1,"1","1","2",1,1,0,15,"Mixed Breed","1","0",0
"16871","1",2,"1","2",2,2,"1","1","1",1,1,0,1,"Labrador Retriever","1","1",NA
"2784","2",3,"2","1",2,2,"2","2","3",1,1,0,9,"Dom Long Hair","1","1",1
"9767","1",2,"1","1",3,2,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"9778","1",1,"2","1",2,2,"1","1","3",1,2,0,2,"Mixed Breed","0","0",0
"3418","2",3,"2","1",2,2,"2","1","2",1,1,150,8,"Dom Medium Hair","1","1",0
"9633","1",1,"3","1",2,1,"3","3","3",1,11,0,1,"Mixed Breed","0","0",1
"1936","1",18,"1","7",2,2,"1","1","1",1,1,0,7,"Spitz","1","1",1
"13012","1",3,"1","1",2,2,"2","2","2",1,1,0,1,"Mixed Breed","0","0",0
"17976","2",4,"1","2",2,1,"2","2","1",1,1,0,0,"Dom Short Hair","0","1",NA
"13837","1",2,"2","1",1,1,"1","1","1",1,2,0,5,"Mixed Breed","1","0",0
"9005","2",2,"2","1",2,2,"2","1","2",1,1,0,1,"Turkish Van","0","1",1
"7715","2",2,"3","1",1,1,"2","2","2",1,3,0,2,"Dom Short Hair","1","1",1
"11497","1",24,"1","1",3,2,"3","3","2",1,1,0,5,"Mixed Breed","1","0",0
"17855","1",9,"2","1",2,1,"1","1","1",1,1,0,3,"Mixed Breed","1","0",NA
"12204","1",3,"2","2",2,1,"1","1","1",1,1,0,6,"Mixed Breed","1","0",0
"7984","2",7,"2","1",2,1,"1","1","2",1,1,250,3,"Orient Short Hair","1","1",0
"15436","1",3,"2","5",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",NA
"18517","2",2,"2","1",2,2,"2","1","2",1,1,0,2,"Dom Medium Hair","0","1",NA
"7262","2",2,"2","2",1,2,"3","3","1",1,2,0,4,"Dom Short Hair","1","1",1
"12897","1",2,"3","1",2,1,"2","2","2",1,4,0,4,"Mixed Breed","1","0",1
"6569","2",1,"1","3",1,1,"2","1","2",1,2,0,17,"Dom Short Hair","1","1",1
"2619","2",36,"2","1",2,1,"3","3","2",1,1,0,4,"Calico","1","1",0
"18152","2",5,"2","1",1,1,"2","1","2",1,1,0,8,"Dom Short Hair","1","1",NA
"5232","2",2,"2","2",1,1,"3","3","3",1,1,0,1,"Dom Short Hair","1","1",0
"11892","1",4,"2","7",2,1,"1","1","2",1,1,0,12,"Mixed Breed","1","0",0
"18870","2",6,"2","2",1,1,"1","1","2",3,1,0,5,"Dom Short Hair","1","1",NA
"16262","2",5,"2","1",2,2,"2","1","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"16681","2",7,"2","6",1,1,"2","2","1",1,1,0,3,"Dom Short Hair","1","1",NA
"5184","2",3,"3","7",2,1,"1","1","2",1,2,0,4,"Dom Short Hair","1","1",0
"13448","1",1,"3","1",2,1,"1","1","2",1,8,10,4,"Mixed Breed","1","0",0
"7705","2",1,"1","1",1,1,"2","2","2",1,1,0,7,"Dom Short Hair","0","1",1
"11527","1",1,"2","1",2,2,"3","3","2",1,1,0,1,"Mixed Breed","1","0",0
"11098","1",36,"1","5",1,2,"3","3","3",2,1,0,3,"Mixed Breed","0","0",1
"10024","1",1,"2","1",2,2,"2","1","2",1,1,0,3,"Mixed Breed","1","0",1
"16009","2",3,"1","2",2,1,"1","1","2",1,1,50,10,"Dom Short Hair","1","1",NA
"7748","2",4,"1","6",2,1,"2","2","2",1,1,0,7,"Dom Short Hair","0","1",1
"543","1",4,"2","1",2,2,"1","1","1",1,1,0,2,"German Shepherd Dog","1","1",0
"9888","1",1,"3","1",1,2,"2","2","2",1,6,0,5,"Mixed Breed","1","0",0
"3708","2",1,"2","1",1,2,"2","2","2",1,1,0,6,"Dom Medium Hair","1","1",1
"8527","2",5,"2","7",2,2,"2","1","2",1,1,0,1,"Siamese","1","1",1
"17012","2",6,"2","2",1,2,"1","1","3",1,1,60,1,"Siberian","1","1",NA
"595","1",72,"1","1",3,1,"1","1","2",1,1,250,3,"German Shepherd Dog","1","1",1
"10021","1",2,"1","1",2,1,"1","1","3",1,1,0,7,"Mixed Breed","1","0",1
"14712","1",2,"2","2",2,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",0
"14044","1",28,"1","1",2,1,"1","1","1",1,1,0,6,"Mixed Breed","1","0",0
"9716","1",5,"1","1",1,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",1
"11470","1",1,"2","1",2,1,"2","1","2",1,1,0,3,"Mixed Breed","1","0",1
"9529","1",120,"2","1",2,2,"3","3","3",2,1,0,3,"Mixed Breed","1","0",0
"1248","1",6,"2","1",2,1,"1","1","2",1,1,0,3,"Pit Bull Terrier","1","1",1
"12753","1",1,"3","1",2,1,"2","2","2",1,3,10,5,"Mixed Breed","1","0",1
"1932","1",36,"2","1",2,2,"3","3","3",1,1,0,4,"Spitz","1","1",0
"10701","1",2,"1","5",2,1,"2","2","2",1,1,0,4,"Mixed Breed","1","0",1
"5686","2",4,"2","1",1,1,"2","2","2",1,7,0,4,"Dom Short Hair","1","1",0
"12240","1",3,"1","1",3,2,"1","1","2",2,2,0,9,"Mixed Breed","1","0",1
"589","1",84,"1","1",4,1,"1","1","2",1,1,0,1,"German Shepherd Dog","1","1",0
"14414","1",8,"2","4",2,1,"3","3","3",1,1,0,4,"Mixed Breed","1","0",0
"244","1",0,"2","2",2,1,"2","2","2",1,1,0,3,"Bullmastiff","1","1",1
"4726","2",5,"2","3",2,1,"2","2","2",1,1,60,2,"Dom Short Hair","1","1",1
"5286","2",5,"1","3",1,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",0
"6388","2",4,"1","1",1,1,"2","2","2",1,3,0,0,"Dom Short Hair","1","1",0
"5521","2",1,"3","1",1,1,"2","2","2",2,2,0,2,"Dom Short Hair","0","1",1
"7200","2",12,"2","4",2,1,"2","2","1",1,1,0,3,"Dom Short Hair","1","1",0
"12114","1",4,"2","2",2,1,"1","1","1",1,2,100,2,"Mixed Breed","1","0",0
"18088","2",6,"1","4",2,2,"1","1","2",1,1,50,11,"Dom Medium Hair","1","1",NA
"18556","2",9,"1","6",2,2,"2","2","2",1,1,0,2,"Dom Medium Hair","1","1",NA
"10776","1",8,"1","3",2,1,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"3165","2",3,"2","7",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",0
"6294","2",4,"3","2",1,1,"1","1","2",1,4,0,4,"Dom Short Hair","1","1",0
"12547","1",14,"1","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"17690","1",27,"1","1",2,3,"1","1","1",1,1,550,1,"Shih Tzu","1","1",NA
"6698","2",3,"1","2",2,1,"1","1","2",1,1,0,10,"Dom Short Hair","1","1",1
"17651","1",3,"1","1",1,1,"1","1","2",1,6,0,5,"Mixed Breed","1","0",NA
"6422","2",3,"2","1",2,1,"1","1","2",1,1,0,17,"Dom Short Hair","1","1",1
"15189","2",2,"2","2",1,1,"2","1","2",1,1,0,13,"Dom Short Hair","1","1",NA
"13556","1",5,"2","1",2,1,"1","2","2",1,1,0,4,"Mixed Breed","1","0",0
"1889","1",1,"1","1",1,1,"2","2","2",1,1,0,1,"Siberian Husky","1","1",1
"8595","2",12,"1","3",2,1,"2","1","1",1,1,100,10,"Tabby","1","1",1
"11283","1",3,"2","1",2,1,"2","1","2",1,1,50,4,"Mixed Breed","1","0",1
"11528","1",3,"3","2",2,1,"2","2","2",1,2,0,4,"Mixed Breed","1","0",0
"616","1",84,"2","1",2,2,"1","1","1",1,1,0,2,"German Shepherd Dog","1","1",0
"4161","2",1,"1","1",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",1
"18300","1",12,"1","2",2,1,"3","3","3",1,1,0,8,"Mixed Breed","1","0",NA
"18118","1",2,"1","1",2,1,"2","2","3",1,1,0,2,"Mixed Breed","1","0",NA
"1403","1",36,"1","2",2,3,"1","1","2",1,1,150,3,"Poodle","1","1",1
"16030","1",24,"2","1",1,3,"1","1","2",1,1,0,2,"Shih Tzu","1","1",NA
"5842","2",4,"3","4",2,2,"1","1","2",1,2,0,4,"Dom Short Hair","1","1",1
"13462","1",18,"2","1",2,1,"1","3","1",1,1,0,3,"Mixed Breed","1","0",0
"7605","2",14,"1","2",2,1,"1","2","2",1,1,0,1,"Dom Short Hair","1","1",1
"6453","2",60,"1","4",2,1,"1","1","1",1,1,0,13,"Dom Short Hair","1","1",0
"18363","1",1,"3","2",2,2,"2","2","2",1,4,0,5,"Spitz","0","1",NA
"16698","2",3,"2","1",1,1,"2","1","2",1,1,0,2,"Calico","1","1",NA
"16476","1",4,"1","1",1,2,"3","3","3",1,2,0,4,"Cattle Dog","1","1",NA
"8888","2",4,"1","4",2,1,"1","1","3",1,1,0,2,"Tabby","1","1",0
"9856","1",1,"3","2",3,1,"2","2","2",1,3,0,5,"Mixed Breed","1","0",1
"2902","2",3,"1","1",2,2,"2","2","2",1,1,80,5,"Dom Long Hair","1","1",1
"7600","2",2,"3","3",1,1,"2","2","2",1,5,0,3,"Dom Short Hair","1","1",1
"2899","2",2,"1","4",1,2,"2","2","2",1,2,0,2,"Dom Long Hair","1","1",0
"3786","2",3,"2","1",2,2,"2","2","2",1,1,0,1,"Dom Medium Hair","1","1",1
"3193","2",3,"1","1",2,2,"2","2","2",2,1,0,5,"Dom Medium Hair","0","1",0
"8614","2",6,"1","1",2,2,"1","1","1",1,1,0,6,"Tabby","1","1",0
"2334","2",4,"2","2",1,1,"2","1","2",1,1,0,1,"Amer Shorthair","1","1",1
"7920","2",4,"2","5",2,3,"3","3","2",1,1,0,1,"Norwegian Forest Cat","1","1",1
"4449","2",2,"2","2",1,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",0
"8346","2",4,"2","2",1,1,"1","1","2",1,1,400,4,"Siamese","1","1",1
"16912","1",6,"2","4",2,1,"1","1","1",1,1,80,5,"Mixed Breed","1","0",NA
"6516","2",3,"1","1",2,1,"2","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"15069","1",3,"3","1",2,1,"2","2","2",1,4,150,5,"Mixed Breed","1","0",NA
"1030","1",7,"3","1",2,1,"1","1","1",1,2,0,8,"Labrador Retriever","1","1",0
"2914","2",24,"1","7",2,2,"3","3","2",1,1,0,3,"Dom Long Hair","1","1",0
"9776","1",3,"2","1",2,1,"2","2","2",1,1,0,5,"Mixed Breed","1","0",1
"10025","1",1,"1","1",2,2,"2","2","2",1,1,0,3,"Mixed Breed","1","0",1
"10117","1",2,"2","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"1443","1",72,"1","2",2,1,"3","3","3",1,1,200,2,"Poodle","0","1",0
"9677","1",24,"3","2",2,1,"3","3","3",1,2,0,3,"Mixed Breed","1","0",0
"5411","2",2,"2","1",1,1,"2","2","2",1,4,0,3,"Dom Short Hair","1","1",1
"14982","1",24,"2","5",2,2,"1","1","1",1,1,350,4,"Mixed Breed","1","0",1
"4494","2",7,"1","1",2,1,"1","1","3",1,1,0,1,"Dom Short Hair","0","1",1
"5188","2",8,"1","1",2,1,"2","2","1",1,1,0,5,"Dom Short Hair","1","1",1
"8401","2",3,"2","5",1,1,"2","1","2",1,1,0,3,"Siamese","1","1",1
"13992","1",1,"2","1",2,2,"2","2","2",1,1,0,2,"Mixed Breed","0","0",0
"1446","1",24,"1","7",1,2,"3","3","3",1,1,0,3,"Poodle","1","1",0
"3785","2",2,"1","2",2,2,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",1
"11510","1",1,"2","2",1,1,"1","2","2",1,1,30,5,"Mixed Breed","1","0",0
"4168","2",3,"1","2",1,2,"2","2","1",1,1,160,8,"Dom Medium Hair","1","1",1
"7187","2",4,"2","1",2,1,"1","1","2",1,1,0,3,"Dom Short Hair","1","1",0
"9111","1",1,"3","2",2,1,"2","2","2",1,5,0,0,"Mixed Breed","0","0",0
"14186","1",12,"1","1",3,1,"3","3","2",1,1,0,3,"Mixed Breed","1","0",0
"4604","2",2,"2","1",2,2,"2","2","2",1,1,0,8,"Dom Short Hair","1","1",0
"6878","2",4,"2","1",2,2,"2","1","2",1,1,0,1,"Dom Short Hair","1","1",0
"18257","2",3,"1","1",2,2,"2","2","2",2,1,0,4,"Dom Medium Hair","1","1",NA
"2693","2",3,"2","1",2,2,"2","2","3",1,3,0,5,"Dom Long Hair","1","1",1
"15948","1",2,"2","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",NA
"4761","2",0,"3","1",3,1,"2","2","2",1,6,0,2,"Dom Short Hair","1","1",1
"1034","1",5,"2","5",2,1,"1","1","1",1,1,0,5,"Labrador Retriever","1","1",1
"15644","2",2,"2","1",2,3,"2","1","2",1,1,0,1,"Dom Long Hair","1","1",NA
"17565","2",2,"3","3",2,1,"1","1","1",1,4,0,12,"Japanese Bobtail","1","1",NA
"17571","1",5,"2","2",2,1,"3","3","3",1,1,0,2,"Mixed Breed","1","0",NA
"17088","2",2,"2","1",2,1,"2","1","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"6496","2",4,"3","3",2,1,"2","1","2",1,10,0,5,"Dom Short Hair","0","1",0
"4173","2",4,"3","1",2,2,"2","2","2",1,4,0,1,"Dom Medium Hair","1","1",0
"14246","1",8,"1","2",2,2,"1","1","1",1,1,0,1,"Mixed Breed","1","0",1
"15870","2",3,"1","3",1,1,"1","1","2",1,1,0,18,"Dom Short Hair","1","1",NA
"17217","2",4,"2","6",2,1,"1","1","2",2,1,0,3,"Dom Short Hair","1","1",NA
"1968","1",12,"2","1",2,2,"1","1","1",1,1,0,3,"Spitz","1","1",0
"14931","1",4,"2","6",2,1,"1","1","2",1,1,0,16,"Mixed Breed","1","0",1
"3041","2",2,"1","2",2,2,"1","1","2",1,1,0,3,"Dom Medium Hair","1","1",1
"530","1",24,"2","1",2,2,"3","3","3",1,1,0,3,"German Shepherd Dog","1","1",0
"15838","2",1,"3","1",1,1,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",NA
"744","1",48,"2","3",3,3,"1","1","2",1,1,0,0,"Golden Retriever","1","1",1
"12907","1",4,"2","1",2,2,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"3550","2",2,"3","2",1,2,"2","1","2",1,3,0,3,"Dom Medium Hair","1","1",1
"8494","2",1,"2","2",2,1,"2","2","2",1,4,0,2,"Siamese","1","1",1
"17578","1",24,"1","1",3,3,"1","1","1",1,1,0,1,"Mixed Breed","1","0",NA
"14934","1",24,"1","1",1,2,"3","3","3",2,1,0,1,"Mixed Breed","1","0",1
"15828","2",1,"2","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",NA
"10585","1",2,"2","2",2,2,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"1739","1",36,"1","2",1,2,"3","3","3",2,1,0,4,"Shih Tzu","0","1",1
"10090","1",10,"1","7",2,1,"1","1","1",1,1,300,2,"Mixed Breed","1","0",0
"1719","1",24,"2","3",1,3,"1","1","2",1,1,0,1,"Shih Tzu","1","1",0
"30","1",38,"1","3",2,2,"1","1","2",1,1,0,1,"Australian Terrier","1","1",0
"9534","1",1,"3","1",1,1,"2","2","2",1,6,0,2,"Mixed Breed","1","0",0
"16706","1",2,"3","2",2,2,"3","3","3",1,4,0,5,"Mixed Breed","1","0",NA
"972","1",48,"1","5",3,1,"1","1","1",1,1,250,2,"Labrador Retriever","1","1",1
"7839","2",2,"3","1",2,2,"2","2","2",1,4,0,3,"Dom Short Hair","0","1",1
"8830","2",4,"1","2",2,1,"3","1","1",1,2,0,5,"Tabby","1","1",0
"3891","2",12,"2","6",2,2,"1","1","1",1,1,0,2,"Dom Medium Hair","1","1",0
"639","1",6,"2","1",2,1,"1","1","3",1,1,100,1,"Golden Retriever","1","1",1
"3939","2",3,"2","3",2,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",1
"871","1",36,"1","2",1,1,"1","1","1",1,1,350,8,"Jack Russell Terrier","1","1",0
"2389","2",24,"2","6",3,2,"3","1","1",1,1,150,1,"Bengal","1","1",0
"16046","1",24,"2","5",1,3,"1","1","1",1,1,300,1,"Shih Tzu","1","1",NA
"17671","2",3,"1","1",1,1,"2","2","2",1,2,0,2,"Norwegian Forest Cat","0","1",NA
"3095","2",3,"1","1",2,2,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",1
"2699","2",12,"2","2",2,2,"2","2","2",1,2,0,1,"Dom Long Hair","1","1",1
"18496","1",24,"1","3",2,2,"1","1","2",1,1,500,1,"Golden Retriever","1","1",NA
"1720","1",36,"2","2",1,3,"1","1","1",1,1,0,1,"Shih Tzu","1","1",1
"4708","2",5,"1","4",2,1,"1","1","1",1,1,100,30,"Dom Short Hair","1","1",0
"16093","1",42,"1","3",1,3,"1","1","2",1,1,350,1,"Shih Tzu","1","1",NA
"7891","2",2,"2","5",3,3,"2","2","2",1,1,200,1,"Maine Coon","1","1",1
"14286","1",12,"1","1",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"17823","1",2,"2","1",2,2,"2","2","2",1,1,0,2,"Mixed Breed","1","0",NA
"14505","1",10,"2","2",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"12613","1",1,"2","2",2,1,"2","1","2",1,1,0,14,"Mixed Breed","1","0",0
"13759","1",2,"2","1",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",1
"2868","2",3,"1","7",1,2,"2","1","2",1,1,0,1,"Dom Long Hair","1","1",1
"14964","1",2,"2","1",2,2,"2","2","2",1,1,20,1,"Mixed Breed","1","0",0
"16888","1",12,"1","2",1,1,"1","1","1",1,2,100,1,"Mixed Breed","1","0",NA
"10756","1",3,"2","1",2,1,"1","1","2",1,1,0,3,"Mixed Breed","1","0",0
"1085","1",6,"2","1",2,1,"1","1","1",1,1,0,5,"Labrador Retriever","1","1",1
"17425","2",12,"2","1",2,1,"1","1","1",1,1,0,4,"Dom Short Hair","1","1",NA
"12463","1",3,"2","1",2,1,"1","1","2",1,1,0,6,"Mixed Breed","1","0",0
"6194","2",3,"2","1",2,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"9790","1",6,"2","2",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",0
"9803","1",8,"1","4",3,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"11689","1",2,"2","1",1,1,"2","2","2",1,2,0,5,"Mixed Breed","1","0",1
"16689","2",12,"2","2",1,1,"2","2","1",1,1,0,2,"Dom Short Hair","1","1",NA
"16889","2",12,"2","1",1,1,"2","2","2",1,2,0,0,"Dom Medium Hair","1","1",NA
"1472","1",48,"1","2",2,1,"1","1","2",1,1,50,0,"Pug","1","1",0
"5525","2",2,"2","1",2,1,"2","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"18270","1",12,"2","2",2,1,"1","1","1",1,1,0,8,"Mixed Breed","1","0",NA
"9149","1",2,"1","5",2,2,"3","3","2",1,1,0,1,"Mixed Breed","1","0",0
"2648","2",4,"1","1",2,2,"2","2","2",1,1,0,3,"Dilute Calico","1","1",1
"2853","2",1,"1","1",2,2,"2","1","2",1,1,0,1,"Dom Long Hair","1","1",1
"1048","1",36,"1","4",3,2,"1","1","2",1,1,0,3,"Labrador Retriever","1","1",1
"17549","1",2,"3","1",2,2,"2","1","2",1,5,0,5,"Mixed Breed","0","0",NA
"346","1",1,"1","1",2,1,"2","2","2",1,1,0,8,"Collie","1","1",1
"1463","1",53,"2","1",2,1,"1","1","1",2,1,0,1,"Pug","1","1",1
"15924","2",12,"1","5",2,1,"1","1","1",1,1,50,10,"Siamese","1","1",NA
"4853","2",11,"3","1",2,2,"1","1","1",1,6,0,5,"Dom Short Hair","1","1",0
"7332","2",12,"2","1",2,2,"1","2","1",1,1,0,5,"Dom Short Hair","1","1",0
"8123","2",1,"2","3",2,3,"1","1","2",1,1,150,6,"Persian","1","1",0
"11213","1",3,"1","2",2,2,"2","2","2",1,5,0,12,"Mixed Breed","1","0",0
"12005","1",24,"2","1",2,1,"1","1","1",1,1,50,2,"Mixed Breed","1","0",0
"18846","1",4,"3","1",2,1,"2","1","2",1,3,0,6,"Mixed Breed","1","0",NA
"6287","2",8,"2","2",2,1,"1","1","1",1,1,0,1,"Dom Short Hair","1","1",0
"11761","1",1,"2","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","0","0",1
"2013","1",2,"2","5",1,2,"2","1","2",1,1,0,2,"Spitz","1","1",1
"14622","1",8,"2","7",2,2,"1","1","1",1,1,0,3,"Mixed Breed","1","0",1
"2912","2",6,"1","2",2,3,"3","3","2",1,1,150,1,"Dom Long Hair","1","1",1
"3795","2",2,"1","2",1,1,"2","2","2",2,1,0,9,"Dom Medium Hair","1","1",1
"10346","1",3,"2","2",2,1,"2","2","2",1,1,0,5,"Mixed Breed","1","0",0
"14297","1",4,"2","1",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",1
"11165","1",5,"3","1",2,2,"1","1","1",1,15,0,11,"Mixed Breed","1","0",0
"18278","1",12,"2","5",1,3,"3","3","3",1,1,0,4,"Spitz","1","1",NA
"14781","1",1,"3","1",3,1,"2","2","1",1,4,0,4,"Mixed Breed","1","0",1
"1554","1",4,"2","1",2,1,"2","2","2",1,3,0,2,"Rottweiler","1","1",0
"3574","2",2,"2","4",2,2,"2","2","2",2,1,0,4,"Dom Medium Hair","1","1",0
"11859","1",3,"2","1",2,2,"1","1","2",1,1,0,7,"Mixed Breed","1","0",0
"5538","2",6,"1","7",1,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",1
"18361","2",3,"1","6",2,1,"1","1","2",1,1,0,4,"Dom Short Hair","1","1",NA
"10983","1",14,"1","1",2,2,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"2129","1",6,"3","5",2,2,"1","1","3",1,3,100,3,"Terrier","0","1",1
"15137","2",24,"1","3",1,1,"1","1","1",1,1,0,1,"Dom Short Hair","1","1",NA
"8670","2",1,"1","3",1,1,"2","2","2",1,3,0,1,"Tabby","1","1",1
"2538","2",3,"3","1",1,1,"2","1","2",1,4,0,4,"Calico","0","1",0
"14048","1",4,"2","2",3,2,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"18196","1",2,"2","1",2,1,"2","1","2",1,1,0,4,"Mixed Breed","0","0",NA
"11475","1",1,"3","1",2,2,"2","2","2",1,6,0,1,"Mixed Breed","0","0",1
"11113","1",2,"2","5",2,2,"2","2","2",1,1,150,3,"Mixed Breed","1","0",0
"9815","1",2,"2","1",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"9905","1",2,"2","1",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"9446","1",3,"2","2",2,1,"1","1","1",1,1,0,3,"Mixed Breed","1","0",0
"10994","1",24,"1","2",1,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"11112","1",2,"3","2",3,2,"2","2","2",1,4,0,1,"Mixed Breed","1","0",1
"13775","1",2,"2","1",2,1,"2","1","2",1,1,0,3,"Mixed Breed","1","0",1
"12451","1",12,"1","2",2,2,"1","1","1",1,2,0,1,"Mixed Breed","1","0",0
"18131","2",2,"2","1",1,1,"2","2","3",1,2,0,4,"Dom Short Hair","1","1",NA
"17910","1",1,"3","2",2,1,"2","2","2",1,4,0,5,"Mixed Breed","1","0",NA
"1680","1",12,"1","1",2,3,"1","1","2",1,1,500,3,"Shetland Sheepdog Sheltie","1","1",1
"1743","1",96,"2","5",2,2,"1","1","1",1,1,0,2,"Shih Tzu","1","1",0
"6345","2",4,"3","1",2,1,"1","2","1",1,2,0,7,"Dom Short Hair","1","1",0
"18438","1",1,"3","1",2,2,"2","2","2",1,4,0,3,"Mixed Breed","0","0",NA
"9185","1",3,"1","5",2,2,"2","2","2",1,1,0,4,"Mixed Breed","1","0",1
"5901","2",4,"1","2",2,1,"2","2","2",1,1,0,5,"Dom Short Hair","1","1",1
"13085","1",2,"2","1",2,1,"1","1","2",1,3,0,13,"Mixed Breed","1","0",0
"16188","1",25,"2","2",1,1,"1","1","1",1,1,300,2,"Pug","1","1",NA
